season,week,day_of_week,time_of_game,primetime,playoff_game,team_home,score_home,score_away,team_away,team_favored_id,point_spread,total_line,stadium,game_location,stadium_neutral,weather_temp,wind_mph,indoor,point_differential,total_points_scored,favorite,total_result,result,cover_result,team_favored_id_int,spread_category,winner,loser,cover_id
2019,20,5,4:30 PM,0,1,SF,27,10,MIN,SF,-7,44.5,Levi's Stadium,"Santa Clara, California",0,56,11,0,17,37,1,0,1,1,30,Medium Spread,SF,MIN,SF
2019,20,6,6:30 PM,1,1,GB,28,23,SEA,GB,-4.5,45.5,Lambeau Field,"Green Bay, Wisconsin",0,23,8,0,5,51,1,1,1,1,12,Medium Spread,GB,SEA,GB
2019,20,6,3:00 PM,0,1,KC,51,31,HOU,KC,-10,50.5,Arrowhead Stadium,"Kansas City, Missouri",0,29,11,0,20,82,1,1,1,1,16,High Spread,KC,HOU,KC
2019,21,6,3:00 PM,0,1,KC,35,24,TEN,KC,-7,51,Arrowhead Stadium,"Kansas City, Missouri",0,17,10,0,11,59,1,1,1,1,16,Medium Spread,KC,TEN,KC
2019,21,6,6:30 PM,1,1,SF,37,20,GB,SF,-8,46.5,Levi's Stadium,"Santa Clara, California",0,58,5,0,17,57,1,1,1,1,30,High Spread,SF,GB,SF
2019,22,6,6:30 PM,1,1,KC,31,20,SF,KC,-1.5,53,Hard Rock Stadium,"Miami Gardens, Florida",1,64,6,0,11,51,1,0,1,1,16,Low Spread,KC,SF,KC
2020,1,3,8:30 PM,1,0,KC,34,20,HOU,KC,-9,54,Arrowhead Stadium,"Kansas City, Missouri",0,58,6,0,14,54,1,2,1,1,16,High Spread,KC,HOU,KC
2020,1,6,1:00 PM,0,0,ATL,25,38,SEA,SEA,-1,49,Mercedes-Benz Stadium,"Atlanta, Georgia",0,72,0,1,-13,63,0,1,0,0,29,Low Spread,SEA,ATL,SEA
2020,1,6,1:00 PM,0,0,BAL,38,6,CLE,BAL,-7,47.5,M&T Bank Stadium,"Baltimore, Maryland",0,75,5,0,32,44,1,0,1,1,3,Medium Spread,BAL,CLE,BAL
2020,1,6,1:00 PM,0,0,BUF,27,17,NYJ,BUF,-6.5,39.5,New Era Field,"Orchard Park, New York",0,65,12,0,10,44,1,1,1,1,4,Medium Spread,BUF,NYJ,BUF
2020,1,6,1:00 PM,0,0,CAR,30,34,LVR,LVR,-3,48,Bank of America Stadium,"Charlotte, North Carolina",0,79,3,0,-4,64,0,1,0,0,19,Low Spread,LVR,CAR,LVR
2020,1,6,4:00 PM,0,0,CIN,13,16,LAC,LAC,-3,41.5,Paycor Stadium,"Cincinatti, Ohio",0,83,4,0,-3,29,0,0,0,2,17,Low Spread,LAC,CIN,Push
2020,1,6,1:00 PM,0,0,DET,23,27,CHI,DET,-2.5,42.5,Ford Field,"Detroit, Michigan",0,72,0,1,-4,50,1,1,0,0,11,Low Spread,CHI,DET,CHI
2020,1,6,1:00 PM,0,0,JAX,27,20,IND,IND,-8,45,EverBank Field,"Jacksonville, Florida",0,86,8,0,7,47,0,1,1,1,14,High Spread,JAX,IND,JAX
2020,1,6,8:30 PM,1,0,LAR,20,17,DAL,DAL,-2,51.5,SoFi Stadium,"Inglewood, California",0,72,0,1,3,37,0,0,1,1,9,Low Spread,LAR,DAL,LAR
2020,1,6,1:00 PM,0,0,MIN,34,43,GB,MIN,-2.5,44.5,U.S. Bank Stadium,"Minneapolis, Minnesota",0,72,0,1,-9,77,1,1,0,0,21,Low Spread,GB,MIN,GB
2020,1,6,1:00 PM,0,0,NE,21,11,MIA,NE,-7,41.5,Gillette Stadium,"Foxboro, Massachusetts",0,73,6,0,10,32,1,0,1,1,22,Medium Spread,NE,MIA,NE
2020,1,6,4:30 PM,0,0,NO,34,23,TB,NO,-3.5,47.5,Caesars Superdome,"New Orleans, Louisiana",0,72,0,1,11,57,1,1,1,1,23,Medium Spread,NO,TB,NO
2020,1,6,4:30 PM,0,0,SF,20,24,ARI,SF,-6.5,48,Levi's Stadium,"Santa Clara, California",0,71,6,0,-4,44,1,0,0,0,30,Medium Spread,ARI,SF,ARI
2020,1,6,1:00 PM,0,0,WAS,27,17,PHI,PHI,-5,42,FedEx Field,"Landover, Maryland",0,76,4,0,10,44,0,1,1,1,26,Medium Spread,WAS,PHI,WAS
2020,1,0,10:00 PM,1,0,DEN,14,16,TEN,TEN,-3,41,Empower Field at Mile High,"Denver, Colorado",0,78,7,0,-2,30,0,0,0,1,32,Low Spread,TEN,DEN,DEN
2020,1,0,7:30 PM,1,0,NYG,16,26,PIT,PIT,-5.5,45,MetLife Stadium,"East Rutherford, New Jersey",0,70,10,0,-10,42,0,0,0,0,28,Medium Spread,PIT,NYG,PIT
2020,2,3,8:30 PM,1,0,CLE,35,30,CIN,CLE,-6,43,FirstEnergy Stadium,"Cleveland, Ohio",0,64,6,0,5,65,1,1,1,0,8,Medium Spread,CLE,CIN,CIN
2020,2,6,4:00 PM,0,0,ARI,30,15,WAS,ARI,-7,46.5,State Farm Stadium,"Glendale, Arizona",0,72,0,1,15,45,1,0,1,1,1,Medium Spread,ARI,WAS,ARI
2020,2,6,1:00 PM,0,0,CHI,17,13,NYG,CHI,-5.5,42,Soldier Field,"Chicago, Illinois",0,65,9,0,4,30,1,0,1,0,6,Medium Spread,CHI,NYG,NYG
2020,2,6,1:00 PM,0,0,DAL,40,39,ATL,DAL,-3.5,53.5,AT&T Stadium,"Arlington, Texas",0,72,0,1,1,79,1,1,1,0,9,Medium Spread,DAL,ATL,ATL
2020,2,6,1:00 PM,0,0,GB,42,21,DET,GB,-6,50,Lambeau Field,"Green Bay, Wisconsin",0,67,11,0,21,63,1,1,1,1,12,Medium Spread,GB,DET,GB
2020,2,6,4:30 PM,0,0,HOU,16,33,BAL,BAL,-7,49,NRG Stadium,"Houston, Texas",0,72,0,1,-17,49,0,2,0,0,3,Medium Spread,BAL,HOU,BAL
2020,2,6,1:00 PM,0,0,IND,28,11,MIN,IND,-3,49,Lucas Oil Stadium,"Indianapolis, Indiana",0,72,0,1,17,39,1,0,1,1,14,Low Spread,IND,MIN,IND
2020,2,6,4:30 PM,0,0,LAC,20,23,KC,KC,-8.5,47.5,SoFi Stadium,"Los Angeles, California",0,72,0,1,-3,43,0,0,0,1,16,High Spread,KC,LAC,LAC
2020,2,6,1:00 PM,0,0,MIA,28,31,BUF,BUF,-5.5,42,Hard Rock Stadium,"Miami Gardens, Florida",0,89,7,0,-3,59,0,1,0,1,4,Medium Spread,BUF,MIA,MIA
2020,2,6,1:00 PM,0,0,NYJ,13,31,SF,SF,-7,41.5,MetLife Stadium,"East Rutherford, New Jersey",0,61,9,0,-18,44,0,1,0,0,30,Medium Spread,SF,NYJ,SF
2020,2,6,1:00 PM,0,0,PHI,19,37,LAR,PHI,-1.5,45.5,Lincoln Financial Field,"Philadelphia, Pennsylvania",0,62,8,0,-18,56,1,1,0,0,26,Low Spread,LAR,PHI,LAR
2020,2,6,1:00 PM,0,0,PIT,26,21,DEN,PIT,-6.5,40.5,Acrisure Stadium,"Pittsburgh, Pennsylvania",0,64,2,0,5,47,1,1,1,0,28,Medium Spread,PIT,DEN,DEN
2020,2,6,8:30 PM,1,0,SEA,35,30,NE,SEA,-4,44.5,Lumen Field,"Seattle, Washington",0,68,3,0,5,65,1,1,1,1,29,Medium Spread,SEA,NE,SEA
2020,2,6,1:00 PM,0,0,TB,31,17,CAR,TB,-8,47,Raymond James Stadium,"Tampa, Florida",0,87,14,0,14,48,1,1,1,1,31,High Spread,TB,CAR,TB
2020,2,6,1:00 PM,0,0,TEN,33,30,JAX,TEN,-7.5,44,Nissan Stadium,"Nashville, Tennessee",0,73,5,0,3,63,1,1,1,0,32,Medium Spread,TEN,JAX,JAX
2020,2,0,8:30 PM,1,0,LVR,34,24,NO,NO,-5.5,48.5,Allegiant Stadium,"Las Vegas, Nevada",0,72,0,1,10,58,0,1,1,1,23,Medium Spread,LVR,NO,LVR
2020,3,3,8:30 PM,1,0,JAX,13,31,MIA,JAX,-3,48,EverBank Field,"Jacksonville, Florida",0,80,8,0,-18,44,1,0,0,0,15,Low Spread,MIA,JAX,MIA
2020,3,6,4:30 PM,0,0,ARI,23,26,DET,ARI,-5.5,55.5,State Farm Stadium,"Glendale, Arizona",0,72,0,1,-3,49,1,0,0,0,1,Medium Spread,DET,ARI,DET
2020,3,6,1:00 PM,0,0,ATL,26,30,CHI,ATL,-3,47,Mercedes-Benz Stadium,"Atlanta, Georgia",0,72,0,1,-4,56,1,1,0,0,2,Low Spread,CHI,ATL,CHI
2020,3,6,1:00 PM,0,0,BUF,35,32,LAR,BUF,-2,47,New Era Field,"Orchard Park, New York",0,75,13,0,3,67,1,1,1,1,4,Low Spread,BUF,LAR,BUF
2020,3,6,1:00 PM,0,0,CLE,34,20,WAS,CLE,-7,44.5,FirstEnergy Stadium,"Cleveland, Ohio",0,77,13,0,14,54,1,1,1,1,8,Medium Spread,CLE,WAS,CLE
2020,3,6,4:30 PM,0,0,DEN,10,28,TB,TB,-6,42.5,Empower Field at Mile High,"Denver, Colorado",0,54,4,0,-18,38,0,0,0,0,31,Medium Spread,TB,DEN,TB
2020,3,6,4:00 PM,0,0,IND,36,7,NYJ,IND,-11.5,44,Lucas Oil Stadium,"Indianapolis, Indiana",0,72,0,1,29,43,1,0,1,1,14,High Spread,IND,NYJ,IND
2020,3,6,4:00 PM,0,0,LAC,16,21,CAR,LAC,-6.5,43.5,SoFi Stadium,"Los Angeles, California",0,72,0,1,-5,37,1,0,0,0,17,Medium Spread,CAR,LAC,CAR
2020,3,6,1:00 PM,0,0,MIN,30,31,TEN,TEN,-2.5,50,U.S. Bank Stadium,"Minneapolis, Minnesota",0,72,0,1,-1,61,0,1,0,1,32,Low Spread,TEN,MIN,MIN
2020,3,6,1:00 PM,0,0,NE,36,20,LVR,NE,-6.5,47,Gillette Stadium,"Foxboro, Massachusetts",0,76,7,0,16,56,1,1,1,1,22,Medium Spread,NE,LVR,NE
2020,3,6,8:30 PM,1,0,NO,30,37,GB,NO,-3,53,Caesars Superdome,"New Orleans, Louisiana",0,72,0,1,-7,67,1,1,0,0,23,Low Spread,GB,NO,GB
2020,3,6,1:00 PM,0,0,NYG,9,36,SF,SF,-3,43,MetLife Stadium,"East Rutherford, New Jersey",0,77,4,0,-27,45,0,1,0,0,30,Low Spread,SF,NYG,SF
2020,3,6,1:00 PM,0,0,PHI,23,23,CIN,PHI,-4.5,47.5,Lincoln Financial Field,"Philadelphia, Pennsylvania",0,76,3,0,0,46,1,0,0,0,26,Medium Spread,Tie,Tie,CIN
2020,3,6,1:00 PM,0,0,PIT,28,21,HOU,PIT,-4,46,Acrisure Stadium,"Pittsburgh, Pennsylvania",0,76,3,0,7,49,1,1,1,1,28,Medium Spread,PIT,HOU,PIT
2020,3,6,4:30 PM,0,0,SEA,38,31,DAL,SEA,-5,56.5,Lumen Field,"Seattle, Washington",0,64,3,0,7,69,1,1,1,1,29,Medium Spread,SEA,DAL,SEA
2020,3,0,8:30 PM,1,0,BAL,20,34,KC,BAL,-3,54,M&T Bank Stadium,"Baltimore, Maryland",0,72,8,0,-14,54,1,2,0,0,3,Low Spread,KC,BAL,KC
2020,4,3,8:30 PM,1,0,NYJ,28,37,DEN,NYJ,-1.5,41,MetLife Stadium,"East Rutherford, New Jersey",0,65,4,0,-9,65,1,1,0,0,25,Low Spread,DEN,NYJ,DEN
2020,4,6,1:00 PM,0,0,CAR,31,21,ARI,ARI,-3,51.5,Bank of America Stadium,"Charlotte, North Carolina",0,65,5,0,10,52,0,1,1,1,1,Low Spread,CAR,ARI,CAR
2020,4,6,1:00 PM,0,0,CHI,11,19,IND,IND,-3,43,Soldier Field,"Chicago, Illinois",0,49,12,0,-8,30,0,0,0,0,14,Low Spread,IND,CHI,IND
2020,4,6,1:00 PM,0,0,CIN,33,25,JAX,CIN,-2.5,49,Paycor Stadium,"Cincinatti, Ohio",0,66,8,0,8,58,1,1,1,1,7,Low Spread,CIN,JAX,CIN
2020,4,6,1:00 PM,0,0,DAL,38,49,CLE,DAL,-3.5,56,AT&T Stadium,"Arlington, Texas",0,72,0,1,-11,87,1,1,0,0,9,Medium Spread,CLE,DAL,CLE
2020,4,6,1:00 PM,0,0,DET,29,35,NO,NO,-3,54.5,Ford Field,"Detroit, Michigan",0,72,0,1,-6,64,0,1,0,0,23,Low Spread,NO,DET,NO
2020,4,6,1:00 PM,0,0,HOU,23,31,MIN,HOU,-3.5,53.5,NRG Stadium,"Houston, Texas",0,72,0,1,-8,54,1,1,0,0,13,Medium Spread,MIN,HOU,MIN
2020,4,6,4:30 PM,0,0,LVR,23,30,BUF,BUF,-3,53,Allegiant Stadium,"Las Vegas, Nevada",0,72,0,1,-7,53,0,2,0,0,4,Low Spread,BUF,LVR,BUF
2020,4,6,4:00 PM,0,0,LAR,17,9,NYG,LAR,-13,48.5,SoFi Stadium,"Inglewood, California",0,72,0,1,8,26,1,0,1,0,18,High Spread,LAR,NYG,NYG
2020,4,6,1:00 PM,0,0,MIA,23,31,SEA,SEA,-5.5,54.5,Hard Rock Stadium,"Miami Gardens, Florida",0,86,13,0,-8,54,0,0,0,0,29,Medium Spread,SEA,MIA,SEA
2020,4,6,8:30 PM,1,0,SF,20,25,PHI,SF,-7.5,45,Levi's Stadium,"Santa Clara, California",0,84,6,0,-5,45,1,2,0,0,30,Medium Spread,PHI,SF,PHI
2020,4,6,1:00 PM,0,0,TB,38,31,LAC,TB,-7,42.5,Raymond James Stadium,"Tampa, Florida",0,75,7,0,7,69,1,1,1,2,31,Medium Spread,TB,LAC,Push
2020,4,6,1:00 PM,0,0,WAS,17,31,BAL,BAL,-14,45,FedEx Field,"Landover, Maryland",0,66,4,0,-14,48,0,1,0,2,3,High Spread,BAL,WAS,Push
2020,4,0,8:30 PM,1,0,GB,30,16,ATL,GB,-7,56.5,Lambeau Field,"Green Bay, Wisconsin",0,53,12,0,14,46,1,0,1,1,12,Medium Spread,GB,ATL,GB
2020,4,0,7:00 PM,1,0,KC,26,10,NE,KC,-7,53,Arrowhead Stadium,"Kansas City, Missouri",0,70,11,0,16,36,1,0,1,1,16,Medium Spread,KC,NE,KC
2020,5,3,8:30 PM,1,0,CHI,20,19,TB,TB,-3.5,44.5,Soldier Field,"Chicago, Illinois",0,57,6,0,1,39,0,0,1,1,31,Medium Spread,CHI,TB,CHI
2020,5,6,1:00 PM,0,0,ATL,16,23,CAR,ATL,-2.5,54,Mercedes-Benz Stadium,"Atlanta, Georgia",0,72,0,1,-7,39,1,0,0,0,2,Low Spread,CAR,ATL,CAR
2020,5,6,1:00 PM,0,0,BAL,27,3,CIN,BAL,-11,50.5,M&T Bank Stadium,"Baltimore, Maryland",0,69,5,0,24,30,1,0,1,1,3,High Spread,BAL,CIN,BAL
2020,5,6,4:30 PM,0,0,CLE,32,23,IND,CLE,-1,48,FirstEnergy Stadium,"Cleveland, Ohio",0,63,13,0,9,55,1,1,1,1,8,Low Spread,CLE,IND,CLE
2020,5,6,4:30 PM,0,0,DAL,37,34,NYG,DAL,-8,53,AT&T Stadium,"Arlington, Texas",0,72,0,1,3,71,1,1,1,0,9,High Spread,DAL,NYG,NYG
2020,5,6,1:00 PM,0,0,HOU,30,14,JAX,HOU,-5.5,54.5,NRG Stadium,"Houston, Texas",0,72,0,1,16,44,1,0,1,1,13,Medium Spread,HOU,JAX,HOU
2020,5,6,1:00 PM,0,0,KC,32,40,LVR,KC,-10.5,54.5,Arrowhead Stadium,"Kansas City, Missouri",0,77,12,0,-8,72,1,1,0,0,16,High Spread,LVR,KC,LVR
2020,5,6,1:00 PM,0,0,NYJ,10,30,ARI,ARI,-7,47.5,MetLife Stadium,"East Rutherford, New Jersey",0,65,7,0,-20,40,0,0,0,0,1,Medium Spread,ARI,NYJ,ARI
2020,5,6,1:00 PM,0,0,PIT,38,29,PHI,PIT,-7,43.5,Acrisure Stadium,"Pittsburgh, Pennsylvania",0,69,5,0,9,67,1,1,1,1,28,Medium Spread,PIT,PHI,PIT
2020,5,6,4:00 PM,0,0,SF,17,43,MIA,SF,-7.5,51,Levi's Stadium,"Santa Clara, California",0,73,8,0,-26,60,1,1,0,0,30,Medium Spread,MIA,SF,MIA
2020,5,6,8:30 PM,1,0,SEA,27,26,MIN,SEA,-6.5,56.5,Lumen Field,"Seattle, Washington",0,56,13,0,1,53,1,0,1,0,29,Medium Spread,SEA,MIN,MIN
2020,5,6,1:00 PM,0,0,WAS,10,30,LAR,LAR,-7,46,FedEx Field,"Landover, Maryland",0,70,3,0,-20,40,0,0,0,0,18,Medium Spread,LAR,WAS,LAR
2020,5,0,8:30 PM,1,0,NO,30,27,LAC,NO,-7,49.5,Caesars Superdome,"New Orleans, Louisiana",0,72,0,1,3,57,1,1,1,0,23,Medium Spread,NO,LAC,LAC
2020,5,1,7:00 PM,1,0,TEN,42,16,BUF,BUF,-3.5,53,Nissan Stadium,"Nashville, Tennessee",0,66,2,0,26,58,0,1,1,1,4,Medium Spread,TEN,BUF,TEN
2020,6,6,1:00 PM,0,0,CAR,16,23,CHI,CAR,-1.5,44.5,Bank of America Stadium,"Charlotte, North Carolina",0,61,4,0,-7,39,1,0,0,0,5,Low Spread,CHI,CAR,CHI
2020,6,6,1:00 PM,0,0,IND,31,27,CIN,IND,-7.5,45.5,Lucas Oil Stadium,"Indianapolis, Indiana",0,72,0,1,4,58,1,1,1,0,14,Medium Spread,IND,CIN,CIN
2020,6,6,1:00 PM,0,0,JAX,16,34,DET,DET,-3,54.5,EverBank Field,"Jacksonville, Florida",0,79,9,0,-18,50,0,0,0,0,11,Low Spread,DET,JAX,DET
2020,6,6,4:00 PM,0,0,MIA,24,0,NYJ,MIA,-9,47,Hard Rock Stadium,"Miami Gardens, Florida",0,82,14,0,24,24,1,0,1,1,20,High Spread,MIA,NYJ,MIA
2020,6,6,1:00 PM,0,0,MIN,23,40,ATL,MIN,-4,54,U.S. Bank Stadium,"Minneapolis, Minnesota",0,72,0,1,-17,63,1,1,0,0,21,Medium Spread,ATL,MIN,ATL
2020,6,6,1:00 PM,0,0,NE,12,18,DEN,NE,-8,45,Gillette Stadium,"Foxboro, Massachusetts",0,58,6,0,-6,30,1,0,0,0,22,High Spread,DEN,NE,DEN
2020,6,6,1:00 PM,0,0,NYG,20,19,WAS,NYG,-2.5,43,MetLife Stadium,"East Rutherford, New Jersey",0,63,11,0,1,39,1,0,1,0,24,Low Spread,NYG,WAS,WAS
2020,6,6,1:00 PM,0,0,PHI,28,30,BAL,BAL,-10,46.5,Lincoln Financial Field,"Philadelphia, Pennsylvania",0,64,7,0,-2,58,0,1,0,1,3,High Spread,BAL,PHI,PHI
2020,6,6,1:00 PM,0,0,PIT,38,7,CLE,PIT,-3,51,Acrisure Stadium,"Pittsburgh, Pennsylvania",0,60,8,0,31,45,1,0,1,1,28,Low Spread,PIT,CLE,PIT
2020,6,6,8:30 PM,1,0,SF,24,16,LAR,LAR,-2.5,51.5,Levi's Stadium,"Santa Clara, California",0,83,6,0,8,40,0,0,1,1,18,Low Spread,SF,LAR,SF
2020,6,6,4:30 PM,0,0,TB,38,10,GB,GB,-1,55,Raymond James Stadium,"Tampa, Florida",0,86,15,0,28,48,0,0,1,1,12,Low Spread,TB,GB,TB
2020,6,6,1:00 PM,0,0,TEN,42,36,HOU,TEN,-3.5,53.5,Nissan Stadium,"Nashville, Tennessee",0,61,6,0,6,78,1,1,1,1,32,Medium Spread,TEN,HOU,TEN
2020,6,0,5:00 PM,0,0,BUF,17,26,KC,KC,-5,57.5,New Era Field,"Orchard Park, New York",0,50,3,0,-9,43,0,0,0,0,16,Medium Spread,KC,BUF,KC
2020,6,0,8:30 PM,1,0,DAL,10,38,ARI,ARI,-1,55,AT&T Stadium,"Arlington, Texas",0,72,0,1,-28,48,0,0,0,0,1,Low Spread,ARI,DAL,ARI
2020,7,3,8:30 PM,1,0,PHI,22,21,NYG,PHI,-4.5,45,Lincoln Financial Field,"Philadelphia, Pennsylvania",0,68,3,0,1,43,1,0,1,0,26,Medium Spread,PHI,NYG,NYG
2020,7,6,8:30 PM,1,0,ARI,37,34,SEA,SEA,-3.5,56,State Farm Stadium,"Glendale, Arizona",0,72,0,1,3,71,0,1,1,1,29,Medium Spread,ARI,SEA,ARI
2020,7,6,1:00 PM,0,0,ATL,22,23,DET,ATL,-2,55,Mercedes-Benz Stadium,"Atlanta, Georgia",0,72,0,1,-1,45,1,0,0,0,2,Low Spread,DET,ATL,DET
2020,7,6,1:00 PM,0,0,CIN,34,37,CLE,CLE,-3,51,Paycor Stadium,"Cincinatti, Ohio",0,48,5,0,-3,71,0,1,0,2,8,Low Spread,CLE,CIN,Push
2020,7,6,4:30 PM,0,0,DEN,16,43,KC,KC,-7,46,Empower Field at Mile High,"Denver, Colorado",0,14,8,0,-27,59,0,1,0,0,16,Medium Spread,KC,DEN,KC
2020,7,6,1:00 PM,0,0,HOU,20,35,GB,GB,-3,57,NRG Stadium,"Houston, Texas",0,72,0,1,-15,55,0,0,0,0,12,Low Spread,GB,HOU,GB
2020,7,6,4:00 PM,0,0,LVR,20,45,TB,TB,-3.5,52,Allegiant Stadium,"Las Vegas, Nevada",0,72,0,1,-25,65,0,1,0,0,31,Medium Spread,TB,LVR,TB
2020,7,6,4:30 PM,0,0,LAC,39,29,JAX,LAC,-7.5,48.5,SoFi Stadium,"Los Angeles, California",0,72,0,1,10,68,1,1,1,1,17,Medium Spread,LAC,JAX,LAC
2020,7,6,4:30 PM,0,0,NE,6,33,SF,NE,-3,44.5,Gillette Stadium,"Foxboro, Massachusetts",0,49,5,0,-27,39,1,0,0,0,22,Low Spread,SF,NE,SF
2020,7,6,1:00 PM,0,0,NO,27,24,CAR,NO,-6.5,50,Caesars Superdome,"New Orleans, Louisiana",0,72,0,1,3,51,1,1,1,0,23,Medium Spread,NO,CAR,CAR
2020,7,6,1:00 PM,0,0,NYJ,10,18,BUF,BUF,-10,46,MetLife Stadium,"East Rutherford, New Jersey",0,50,6,0,-8,28,0,0,0,1,4,High Spread,BUF,NYJ,NYJ
2020,7,6,1:00 PM,0,0,TEN,24,27,PIT,TEN,-1,51,Nissan Stadium,"Nashville, Tennessee",0,58,2,0,-3,51,1,2,0,0,32,Low Spread,PIT,TEN,PIT
2020,7,6,1:00 PM,0,0,WAS,25,3,DAL,WAS,-1,45,FedEx Field,"Landover, Maryland",0,46,6,0,22,28,1,0,1,1,33,Low Spread,WAS,DAL,WAS
2020,7,0,8:30 PM,1,0,LAR,24,10,CHI,LAR,-6,45,SoFi Stadium,"Inglewood, California",0,72,0,1,14,34,1,0,1,1,18,Medium Spread,LAR,CHI,LAR
2020,8,3,8:30 PM,1,0,CAR,17,25,ATL,CAR,-2,51,Bank of America Stadium,"Charlotte, North Carolina",0,74,7,0,-8,42,1,0,0,0,5,Low Spread,ATL,CAR,ATL
2020,8,6,1:00 PM,0,0,BAL,24,28,PIT,BAL,-4,46,M&T Bank Stadium,"Baltimore, Maryland",0,51,10,0,-4,52,1,1,0,0,3,Medium Spread,PIT,BAL,PIT
2020,8,6,1:00 PM,0,0,BUF,24,21,NE,BUF,-4.5,40.5,New Era Field,"Orchard Park, New York",0,42,17,0,3,45,1,1,1,0,4,Medium Spread,BUF,NE,NE
2020,8,6,4:30 PM,0,0,CHI,23,26,NO,NO,-4,43,Soldier Field,"Chicago, Illinois",0,38,18,0,-3,49,0,1,0,1,23,Medium Spread,NO,CHI,CHI
2020,8,6,1:00 PM,0,0,CIN,31,20,TEN,TEN,-7,50.5,Paycor Stadium,"Cincinatti, Ohio",0,49,18,0,11,51,0,1,1,1,32,Medium Spread,CIN,TEN,CIN
2020,8,6,1:00 PM,0,0,CLE,6,16,LVR,CLE,-1.5,48,FirstEnergy Stadium,"Cleveland, Ohio",0,47,26,0,-10,22,1,0,0,0,8,Low Spread,LVR,CLE,LVR
2020,8,6,4:00 PM,0,0,DEN,31,30,LAC,LAC,-3.5,44.5,Empower Field at Mile High,"Denver, Colorado",0,66,7,0,1,61,0,1,1,1,17,Medium Spread,DEN,LAC,DEN
2020,8,6,1:00 PM,0,0,DET,21,41,IND,IND,-3,49.5,Ford Field,"Detroit, Michigan",0,72,0,1,-20,62,0,1,0,0,14,Low Spread,IND,DET,IND
2020,8,6,1:00 PM,0,0,GB,22,28,MIN,GB,-6.5,50,Lambeau Field,"Green Bay, Wisconsin",0,33,24,0,-6,50,1,2,0,0,12,Medium Spread,MIN,GB,MIN
2020,8,6,1:00 PM,0,0,KC,35,9,NYJ,KC,-19.5,49,Arrowhead Stadium,"Kansas City, Missouri",0,46,12,0,26,44,1,0,1,1,16,High Spread,KC,NYJ,KC
2020,8,6,1:00 PM,0,0,MIA,28,17,LAR,LAR,-3.5,45.5,Hard Rock Stadium,"Miami Gardens, Florida",0,85,9,0,11,45,0,0,1,1,18,Medium Spread,MIA,LAR,MIA
2020,8,6,8:30 PM,1,0,PHI,23,9,DAL,PHI,-11.5,42.5,Lincoln Financial Field,"Philadelphia, Pennsylvania",0,50,11,0,14,32,1,0,1,1,26,High Spread,PHI,DAL,PHI
2020,8,6,4:30 PM,0,0,SEA,37,27,SF,SEA,-3,53.5,Lumen Field,"Seattle, Washington",0,55,3,0,10,64,1,1,1,1,29,Low Spread,SEA,SF,SEA
2020,8,0,8:30 PM,1,0,NYG,23,25,TB,TB,-12.5,45,MetLife Stadium,"East Rutherford, New Jersey",0,39,8,0,-2,48,0,1,0,1,31,High Spread,TB,NYG,NYG
2020,9,3,8:30 PM,1,0,SF,17,34,GB,GB,-7.5,48.5,Levi's Stadium,"Santa Clara, California",0,76,4,0,-17,51,0,1,0,0,12,Medium Spread,GB,SF,GB
2020,9,6,4:30 PM,0,0,ARI,31,34,MIA,ARI,-5.5,49,State Farm Stadium,"Glendale, Arizona",0,72,0,1,-3,65,1,1,0,0,1,Medium Spread,MIA,ARI,MIA
2020,9,6,1:00 PM,0,0,ATL,34,27,DEN,ATL,-4,49,Mercedes-Benz Stadium,"Atlanta, Georgia",0,72,0,1,7,61,1,1,1,1,2,Medium Spread,ATL,DEN,ATL
2020,9,6,1:00 PM,0,0,BUF,44,34,SEA,SEA,-3,55,New Era Field,"Orchard Park, New York",0,65,3,0,10,78,0,1,1,1,29,Low Spread,BUF,SEA,BUF
2020,9,6,4:30 PM,0,0,DAL,19,24,PIT,PIT,-14,44,AT&T Stadium,"Arlington, Texas",0,72,0,1,-5,43,0,0,0,1,28,High Spread,PIT,DAL,DAL
2020,9,6,1:00 PM,0,0,IND,10,24,BAL,BAL,-1,48,Lucas Oil Stadium,"Indianapolis, Indiana",0,72,0,1,-14,34,0,0,0,0,3,Low Spread,BAL,IND,BAL
2020,9,6,1:00 PM,0,0,JAX,25,27,HOU,HOU,-6.5,49.5,EverBank Field,"Jacksonville, Florida",0,80,15,0,-2,52,0,1,0,1,13,Medium Spread,HOU,JAX,JAX
2020,9,6,1:00 PM,0,0,KC,33,31,CAR,KC,-10,51.5,Arrowhead Stadium,"Kansas City, Missouri",0,68,15,0,2,64,1,1,1,0,16,High Spread,KC,CAR,CAR
2020,9,6,4:00 PM,0,0,LAC,26,31,LVR,LVR,-1,52.5,SoFi Stadium,"Los Angeles, California",0,72,0,1,-5,57,0,1,0,0,19,Low Spread,LVR,LAC,LVR
2020,9,6,1:00 PM,0,0,MIN,34,20,DET,MIN,-4,52,U.S. Bank Stadium,"Minneapolis, Minnesota",0,72,0,1,14,54,1,1,1,1,21,Medium Spread,MIN,DET,MIN
2020,9,6,8:30 PM,1,0,TB,3,38,NO,TB,-4,50.5,Raymond James Stadium,"Tampa, Florida",0,77,13,0,-35,41,1,0,0,0,31,Medium Spread,NO,TB,NO
