season,week,day_of_week,time_of_game,primetime,playoff_game,team_home,score_home,score_away,team_away,team_favored_id,point_spread,total_line,stadium,game_location,stadium_neutral,weather_temp,wind_mph,indoor,point_differential,total_points_scored,favorite,total_result,result,cover_result,team_favored_id_int,spread_category,winner,loser,cover_id
2017,12,6,1:00 PM,0,0,KC,10,16,BUF,KC,-10,46,Arrowhead Stadium,"Kansas City, Missouri",0,62,9,0,-6,26,1,0,0,0,16,High Spread,BUF,KC,BUF
2017,12,6,4:30 PM,0,0,LAR,26,20,NO,LAR,-2.5,53.5,Los Angeles Memorial Coliseum,"Los Angeles, California",0,72,1,0,6,46,1,0,1,1,18,Low Spread,LAR,NO,LAR
2017,12,6,1:00 PM,0,0,NE,35,17,MIA,NE,-16.5,47.5,Gillette Stadium,"Foxboro, Massachusetts",0,47,17,0,18,52,1,1,1,1,22,High Spread,NE,MIA,NE
2017,12,6,1:00 PM,0,0,NYJ,27,35,CAR,CAR,-5,40,MetLife Stadium,"East Rutherford, New Jersey",0,47,23,0,-8,62,0,1,0,0,5,Medium Spread,CAR,NYJ,CAR
2017,12,6,4:30 PM,0,0,LVR,21,14,DEN,LVR,-5,43.5,Oakland Coliseum,"Oakland, California",0,61,13,0,7,35,1,0,1,1,19,Medium Spread,LVR,DEN,LVR
2017,12,6,1:00 PM,0,0,PHI,31,3,CHI,PHI,-13.5,44,Lincoln Financial Field,"Philadelphia, Pennsylvania",0,49,17,0,28,34,1,0,1,1,26,High Spread,PHI,CHI,PHI
2017,12,6,8:30 PM,1,0,PIT,31,28,GB,PIT,-14,41.5,Acrisure Stadium,"Pittsburgh, Pennsylvania",0,38,7,0,3,59,1,1,1,0,28,High Spread,PIT,GB,GB
2017,12,6,4:00 PM,0,0,SF,13,24,SEA,SEA,-7,43,Levi's Stadium,"Santa Clara, California",0,66,12,0,-11,37,0,0,0,0,29,Medium Spread,SEA,SF,SEA
2017,12,0,8:30 PM,1,0,BAL,23,16,HOU,BAL,-7,38,M&T Bank Stadium,"Baltimore, Maryland",0,50,1,0,7,39,1,1,1,2,3,Medium Spread,BAL,HOU,Push
2017,13,3,8:30 PM,1,0,DAL,38,14,WAS,WAS,-2,47,AT&T Stadium,"Arlington, Texas",0,72,0,1,24,52,0,1,1,1,33,Low Spread,DAL,WAS,DAL
2017,13,6,4:30 PM,0,0,ARI,16,32,LAR,LAR,-7,44.5,State Farm Stadium,"Glendale, Arizona",0,72,0,1,-16,48,0,1,0,0,18,Medium Spread,LAR,ARI,LAR
2017,13,6,1:00 PM,0,0,ATL,9,14,MIN,ATL,-3,47,Mercedes-Benz Stadium,"Atlanta, Georgia",0,72,0,1,-5,23,1,0,0,0,2,Low Spread,MIN,ATL,MIN
2017,13,6,1:00 PM,0,0,BAL,44,20,DET,BAL,-3,43.5,M&T Bank Stadium,"Baltimore, Maryland",0,53,4,0,24,64,1,1,1,1,3,Low Spread,BAL,DET,BAL
2017,13,6,1:00 PM,0,0,BUF,3,23,NE,NE,-9,48,New Era Field,"Orchard Park, New York",0,48,13,0,-20,26,0,0,0,0,22,High Spread,NE,BUF,NE
2017,13,6,1:00 PM,0,0,CHI,14,15,SF,CHI,-3,41,Soldier Field,"Chicago, Illinois",0,54,6,0,-1,29,1,0,0,0,6,Low Spread,SF,CHI,SF
2017,13,6,1:00 PM,0,0,GB,26,20,TB,GB,-2,45,Lambeau Field,"Green Bay, Wisconsin",0,42,8,0,6,46,1,1,1,1,12,Low Spread,GB,TB,GB
2017,13,6,1:00 PM,0,0,JAX,30,10,IND,JAX,-9.5,41,EverBank Field,"Jacksonville, Florida",0,70,7,0,20,40,1,0,1,1,15,High Spread,JAX,IND,JAX
2017,13,6,4:00 PM,0,0,LAC,19,10,CLE,LAC,-13.5,43.5,Dignity Health Sports Park,"Carson, California",0,68,7,0,9,29,1,0,1,0,17,High Spread,LAC,CLE,CLE
2017,13,6,1:00 PM,0,0,MIA,35,9,DEN,DEN,-1.5,39.5,Hard Rock Stadium,"Miami Gardens, Florida",0,80,11,0,26,44,0,1,1,1,10,Low Spread,MIA,DEN,MIA
2017,13,6,4:30 PM,0,0,NO,31,21,CAR,NO,-4.5,48,Caesars Superdome,"New Orleans, Louisiana",0,72,0,1,10,52,1,1,1,1,23,Medium Spread,NO,CAR,NO
2017,13,6,1:00 PM,0,0,NYJ,38,31,KC,KC,-3,43.5,MetLife Stadium,"East Rutherford, New Jersey",0,48,0,0,7,69,0,1,1,1,16,Low Spread,NYJ,KC,NYJ
2017,13,6,4:30 PM,0,0,LVR,24,17,NYG,LVR,-9,41.5,Oakland Coliseum,"Oakland, California",0,58,11,0,7,41,1,0,1,0,19,High Spread,LVR,NYG,NYG
2017,13,6,8:30 PM,1,0,SEA,24,10,PHI,PHI,-5.5,47.5,Lumen Field,"Seattle, Washington",0,44,3,0,14,34,0,0,1,1,26,Medium Spread,SEA,PHI,SEA
2017,13,6,1:00 PM,0,0,TEN,24,13,HOU,TEN,-6.5,43,Nissan Stadium,"Nashville, Tennessee",0,60,4,0,11,37,1,0,1,1,32,Medium Spread,TEN,HOU,TEN
2017,13,0,8:30 PM,1,0,CIN,20,23,PIT,PIT,-4.5,43.5,Paycor Stadium,"Cincinatti, Ohio",0,61,9,0,-3,43,0,0,0,1,28,Medium Spread,PIT,CIN,CIN
2017,14,3,8:30 PM,1,0,ATL,20,17,NO,ATL,-2.5,51.5,Mercedes-Benz Stadium,"Atlanta, Georgia",0,72,0,1,3,37,1,0,1,1,2,Low Spread,ATL,NO,ATL
2017,14,6,4:00 PM,0,0,ARI,12,7,TEN,TEN,-2.5,42,State Farm Stadium,"Glendale, Arizona",0,72,0,1,5,19,0,0,1,1,32,Low Spread,ARI,TEN,ARI
2017,14,6,1:00 PM,0,0,BUF,13,7,IND,BUF,-3.5,36.5,New Era Field,"Orchard Park, New York",0,32,15,0,6,20,1,0,1,1,4,Medium Spread,BUF,IND,BUF
2017,14,6,1:00 PM,0,0,CAR,31,24,MIN,MIN,-2.5,40.5,Bank of America Stadium,"Charlotte, North Carolina",0,41,5,0,7,55,0,1,1,1,21,Low Spread,CAR,MIN,CAR
2017,14,6,1:00 PM,0,0,CIN,7,33,CHI,CIN,-6,40.5,Paycor Stadium,"Cincinatti, Ohio",0,31,11,0,-26,40,1,0,0,0,7,Medium Spread,CHI,CIN,CHI
2017,14,6,1:00 PM,0,0,CLE,21,27,GB,GB,-2.5,38.5,FirstEnergy Stadium,"Cleveland, Ohio",0,29,24,0,-6,48,0,1,0,0,12,Low Spread,GB,CLE,GB
2017,14,6,4:00 PM,0,0,DEN,23,0,NYJ,NYJ,-1,40.5,Empower Field at Mile High,"Denver, Colorado",0,60,3,0,23,23,0,0,1,1,25,Low Spread,DEN,NYJ,DEN
2017,14,6,1:00 PM,0,0,HOU,16,26,SF,HOU,-1,45.5,NRG Stadium,"Houston, Texas",0,72,0,1,-10,42,1,0,0,0,13,Low Spread,SF,HOU,SF
2017,14,6,4:30 PM,0,0,JAX,30,24,SEA,JAX,-3,40,EverBank Field,"Jacksonville, Florida",0,46,2,0,6,54,1,1,1,1,15,Low Spread,JAX,SEA,JAX
2017,14,6,1:00 PM,0,0,KC,26,15,LVR,KC,-4.5,48.5,Arrowhead Stadium,"Kansas City, Missouri",0,46,13,0,11,41,1,0,1,1,16,Medium Spread,KC,LVR,KC
2017,14,6,4:00 PM,0,0,LAC,30,13,WAS,LAC,-6,46.5,Dignity Health Sports Park,"Carson, California",0,81,4,0,17,43,1,0,1,1,17,Medium Spread,LAC,WAS,LAC
2017,14,6,4:30 PM,0,0,LAR,35,43,PHI,LAR,-1,47.5,Los Angeles Memorial Coliseum,"Los Angeles, California",0,83,0,0,-8,78,1,1,0,0,18,Low Spread,PHI,LAR,PHI
2017,14,6,1:00 PM,0,0,NYG,10,30,DAL,DAL,-4,42,MetLife Stadium,"East Rutherford, New Jersey",0,39,11,0,-20,40,0,0,0,0,9,Medium Spread,DAL,NYG,DAL
2017,14,6,8:30 PM,1,0,PIT,39,38,BAL,PIT,-6,43,Acrisure Stadium,"Pittsburgh, Pennsylvania",0,33,12,0,1,77,1,1,1,0,28,Medium Spread,PIT,BAL,BAL
2017,14,6,1:00 PM,0,0,TB,21,24,DET,PICK,0,47.5,Raymond James Stadium,"Tampa, Florida",0,55,9,0,-3,45,0,0,0,0,27,Low Spread,DET,TB,
2017,14,0,8:30 PM,1,0,MIA,27,20,NE,NE,-10.5,48,Hard Rock Stadium,"Miami Gardens, Florida",0,55,7,0,7,47,0,0,1,1,22,High Spread,MIA,NE,MIA
2017,15,3,8:30 PM,1,0,IND,13,25,DEN,DEN,-3,40.5,Lucas Oil Stadium,"Indianapolis, Indiana",0,72,0,1,-12,38,0,0,0,0,10,Low Spread,DEN,IND,DEN
