,Unnamed: 0,game_date,season,week,day_of_week,time_of_game,primetime,playoff_game,team_home,score_home,score_away,team_away,team_favored_id,point_spread,total_line,stadium,game_location,stadium_capacity,stadium_latitude,stadium_longitude,stadium_elevation,stadium_neutral,weather_temp,wind_mph,indoor,point_differential,total_points_scored,favorite,total_result,result,cover_result,team_favored_id_int,spread_category,winner,loser,cover_id
1704,1704,10/16/22,2022,6,6,1:00 PM,0,0,CLE,15,38,NE,CLE,-2.5,43.0,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,64,9,0,-23,53,1,1,0,0,8,Low Spread,NE,CLE,NE
1705,1705,10/16/22,2022,6,6,1:00 PM,0,0,GB,10,27,NYJ,GB,-7.5,45.0,Lambeau Field,"Green Bay, Wisconsin","80,735",44.501389,-88.062222,640.0,0,48,10,0,-17,37,1,0,0,0,12,Medium Spread,NYJ,GB,NYJ
1706,1706,10/16/22,2022,6,6,1:00 PM,0,0,IND,34,27,JAX,IND,-1.0,41.0,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717.0,0,72,0,1,7,61,1,1,1,1,14,Low Spread,IND,JAX,IND
1707,1707,10/16/22,2022,6,6,4:30 PM,0,0,KC,20,24,BUF,BUF,-2.5,54.0,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024.0,0,64,13,0,-4,44,0,0,0,0,4,Low Spread,BUF,KC,BUF
1708,1708,10/16/22,2022,6,6,4:00 PM,0,0,LAR,24,10,CAR,LAR,-10.0,41.0,SoFi Stadium,"Inglewood, California","70,240",33.95345,-118.3392,66.0,0,72,0,1,14,34,1,0,1,1,18,High Spread,LAR,CAR,LAR
1709,1709,10/16/22,2022,6,6,1:00 PM,0,0,MIA,16,24,MIN,MIN,-3.0,45.0,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7.0,0,84,12,0,-8,40,0,0,0,0,21,Low Spread,MIN,MIA,MIN
1710,1710,10/16/22,2022,6,6,1:00 PM,0,0,NO,26,30,CIN,CIN,-3.0,42.5,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3.0,0,72,0,1,-4,56,0,1,0,0,7,Low Spread,CIN,NO,CIN
1711,1711,10/16/22,2022,6,6,1:00 PM,0,0,NYG,24,20,BAL,BAL,-5.5,45.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,62,2,0,4,44,0,0,1,1,3,Medium Spread,NYG,BAL,NYG
1712,1712,10/16/22,2022,6,6,8:30 PM,1,0,PHI,26,17,DAL,PHI,-6.5,42.5,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30.0,0,59,1,0,9,43,1,1,1,1,26,Medium Spread,PHI,DAL,PHI
1713,1713,10/16/22,2022,6,6,1:00 PM,0,0,PIT,20,18,TB,TB,-10.0,46.5,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730.0,0,61,2,0,2,38,0,0,1,1,31,High Spread,PIT,TB,PIT
1714,1714,10/16/22,2022,6,6,4:00 PM,0,0,SEA,19,9,ARI,ARI,-2.5,50.5,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20.0,0,77,3,0,10,28,0,0,1,1,1,Low Spread,SEA,ARI,SEA
1715,1715,10/17/22,2022,6,0,8:30 PM,1,0,LAC,19,16,DEN,LAC,-4.0,45.5,SoFi Stadium,"Inglewood, California","70,240",33.95345,-118.3392,66.0,0,72,0,1,3,35,1,0,1,0,17,Medium Spread,LAC,DEN,DEN
1716,1716,10/20/22,2022,7,3,8:30 PM,1,0,ARI,42,34,NO,ARI,-2.5,43.5,State Farm Stadium,"Glendale, Arizona","63,400",33.528,-112.263,1068.0,0,72,0,1,8,76,1,1,1,1,1,Low Spread,ARI,NO,ARI
1717,1717,10/23/22,2022,7,6,1:00 PM,0,0,BAL,23,20,CLE,BAL,-6.5,46.5,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,65,8,0,3,43,1,0,1,0,3,Medium Spread,BAL,CLE,CLE
1718,1718,10/23/22,2022,7,6,1:00 PM,0,0,CAR,21,3,TB,TB,-13.0,39.5,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751.0,0,72,3,0,18,24,0,0,1,1,31,High Spread,CAR,TB,CAR
1719,1719,10/23/22,2022,7,6,1:00 PM,0,0,CIN,35,17,ATL,CIN,-6.5,47.5,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482.0,0,73,8,0,18,52,1,1,1,1,7,Medium Spread,CIN,ATL,CIN
1720,1720,10/23/22,2022,7,6,1:00 PM,0,0,DAL,24,6,DET,DAL,-7.0,49.5,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607.0,0,72,0,1,18,30,1,0,1,1,9,Medium Spread,DAL,DET,DAL
1721,1721,10/23/22,2022,7,6,4:00 PM,0,0,DEN,9,16,NYJ,NYJ,-2.0,37.0,Empower Field at Mile High,"Denver, Colorado","76,125",39.743889,-105.02,5280.0,0,67,7,0,-7,25,0,0,0,0,25,Low Spread,NYJ,DEN,NYJ
1722,1722,10/23/22,2022,7,6,1:00 PM,0,0,JAX,17,23,NYG,JAX,-3.0,43.5,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10.0,0,76,2,0,-6,40,1,0,0,0,15,Low Spread,NYG,JAX,NYG
1723,1723,10/23/22,2022,7,6,4:00 PM,0,0,LVR,38,20,HOU,LVR,-7.0,46.0,Allegiant Stadium,"Las Vegas, Nevada","65,000",36.09075,-115.183722,2001.0,0,72,0,1,18,58,1,1,1,1,19,Medium Spread,LVR,HOU,LVR
1724,1724,10/23/22,2022,7,6,4:30 PM,0,0,LAC,23,37,SEA,LAC,-4.5,51.0,SoFi Stadium,"Inglewood, California","70,240",33.95345,-118.3392,66.0,0,72,0,1,-14,60,1,1,0,0,17,Medium Spread,SEA,LAC,SEA
1725,1725,10/23/22,2022,7,6,8:30 PM,1,0,MIA,16,10,PIT,MIA,-7.0,44.0,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7.0,0,77,8,0,6,26,1,0,1,0,20,Medium Spread,MIA,PIT,PIT
1726,1726,10/23/22,2022,7,6,4:30 PM,0,0,SF,23,44,KC,KC,-1.0,49.0,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17.0,0,67,7,0,-21,67,0,1,0,0,16,Low Spread,KC,SF,KC
1727,1727,10/23/22,2022,7,6,1:00 PM,0,0,TEN,19,10,IND,TEN,-2.5,42.5,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430.0,0,73,10,0,9,29,1,0,1,1,32,Low Spread,TEN,IND,TEN
1728,1728,10/23/22,2022,7,6,1:00 PM,0,0,WAS,23,21,GB,GB,-4.0,41.5,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265.0,0,62,7,0,2,44,0,1,1,1,12,Medium Spread,WAS,GB,WAS
1729,1729,10/24/22,2022,7,0,8:30 PM,1,0,NE,14,33,CHI,NE,-8.5,40.0,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289.0,0,57,3,0,-19,47,1,1,0,0,22,High Spread,CHI,NE,CHI
1730,1730,10/27/22,2022,8,3,8:30 PM,1,0,TB,22,27,BAL,TB,-2.0,46.0,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35.0,0,79,2,0,-5,49,1,1,0,0,31,Low Spread,BAL,TB,BAL
1731,1731,10/30/22,2022,8,6,1:00 PM,0,0,ATL,37,34,CAR,ATL,-4.0,41.0,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050.0,0,72,0,1,3,71,1,1,1,0,2,Medium Spread,ATL,CAR,CAR
1732,1732,10/30/22,2022,8,6,8:30 PM,1,0,BUF,27,17,GB,BUF,-10.5,47.0,Highmark Stadium,"Orchard Park, New York","73,967",42.889,-78.8901,178.0,0,48,6,0,10,44,1,0,1,0,4,High Spread,BUF,GB,GB
1733,1733,10/30/22,2022,8,6,1:00 PM,0,0,DAL,49,29,CHI,DAL,-10.0,42.5,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607.0,0,72,0,1,20,78,1,1,1,1,9,High Spread,DAL,CHI,DAL
1734,1734,10/30/22,2022,8,6,1:00 PM,0,0,DET,27,31,MIA,MIA,-3.5,52.0,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,-4,58,0,1,0,0,20,Medium Spread,MIA,DET,MIA
1735,1735,10/30/22,2022,8,6,4:00 PM,0,0,HOU,10,17,TEN,TEN,-1.0,39.5,NRG Stadium,"Houston, Texas","71,500",29.684722,-95.410833,43.0,0,72,0,1,-7,27,0,0,0,0,32,Low Spread,TEN,HOU,TEN
1736,1736,10/30/22,2022,8,6,4:30 PM,0,0,IND,16,17,WAS,IND,-3.0,40.0,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717.0,0,72,0,1,-1,33,1,0,0,0,14,Low Spread,WAS,IND,WAS
1737,1737,10/30/22,2022,8,6,9:30 AM,0,0,JAX,17,21,DEN,JAX,-1.0,40.5,Wembley Stadium,"London, England","90,000",51.555833,-0.279722,171.0,1,61,13,0,-4,38,1,0,0,0,15,Low Spread,DEN,JAX,DEN
1738,1738,10/30/22,2022,8,6,4:30 PM,0,0,LAR,14,31,SF,LAR,-1.0,42.0,SoFi Stadium,"Inglewood, California","70,240",33.95345,-118.3392,66.0,0,72,0,1,-17,45,1,1,0,0,18,Low Spread,SF,LAR,SF
1739,1739,10/30/22,2022,8,6,1:00 PM,0,0,MIN,34,26,ARI,MIN,-4.0,48.5,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840.0,0,72,0,1,8,60,1,1,1,1,21,Medium Spread,MIN,ARI,MIN
1740,1740,10/30/22,2022,8,6,1:00 PM,0,0,NO,24,0,LVR,LVR,-1.0,48.5,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3.0,0,72,0,1,24,24,0,0,1,1,19,Low Spread,NO,LVR,NO
1741,1741,10/30/22,2022,8,6,1:00 PM,0,0,NYJ,17,22,NE,NE,-3.0,40.0,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,60,2,0,-5,39,0,0,0,0,22,Low Spread,NE,NYJ,NE
1742,1742,10/30/22,2022,8,6,1:00 PM,0,0,PHI,35,13,PIT,PHI,-11.5,43.0,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30.0,0,60,1,0,22,48,1,1,1,1,26,High Spread,PHI,PIT,PHI
1743,1743,10/30/22,2022,8,6,4:30 PM,0,0,SEA,27,13,NYG,SEA,-3.0,44.5,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20.0,0,53,9,0,14,40,1,0,1,1,29,Low Spread,SEA,NYG,SEA
1744,1744,10/31/22,2022,8,0,8:30 PM,1,0,CLE,32,13,CIN,CIN,-3.0,45.0,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,63,6,0,19,45,0,2,1,1,7,Low Spread,CLE,CIN,CLE
1745,1745,11/3/22,2022,9,3,8:30 PM,1,0,HOU,17,29,PHI,PHI,-14.0,45.5,NRG Stadium,"Houston, Texas","71,500",29.684722,-95.410833,43.0,0,72,0,1,-12,46,0,1,0,1,26,High Spread,PHI,HOU,HOU
1746,1746,11/6/22,2022,9,6,4:00 PM,0,0,ARI,21,31,SEA,ARI,-2.0,49.0,State Farm Stadium,"Glendale, Arizona","63,400",33.528,-112.263,1068.0,0,72,0,1,-10,52,1,1,0,0,1,Low Spread,SEA,ARI,SEA
1747,1747,11/6/22,2022,9,6,1:00 PM,0,0,ATL,17,20,LAC,LAC,-2.5,49.5,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050.0,0,72,0,1,-3,37,0,0,0,0,17,Low Spread,LAC,ATL,LAC
1748,1748,11/6/22,2022,9,6,1:00 PM,0,0,CHI,32,35,MIA,MIA,-4.0,46.0,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594.0,0,58,17,0,-3,67,0,1,0,1,20,Medium Spread,MIA,CHI,CHI
1749,1749,11/6/22,2022,9,6,1:00 PM,0,0,CIN,42,21,CAR,CIN,-7.0,42.5,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482.0,0,69,9,0,21,63,1,1,1,1,7,Medium Spread,CIN,CAR,CIN
1750,1750,11/6/22,2022,9,6,1:00 PM,0,0,DET,15,9,GB,GB,-4.0,49.5,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,6,24,0,0,1,1,12,Medium Spread,DET,GB,DET
1751,1751,11/6/22,2022,9,6,1:00 PM,0,0,JAX,27,20,LVR,LVR,-2.5,48.0,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10.0,0,80,8,0,7,47,0,0,1,1,19,Low Spread,JAX,LVR,JAX
1752,1752,11/6/22,2022,9,6,8:30 PM,1,0,KC,20,17,TEN,KC,-14.0,45.0,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024.0,0,52,7,0,3,37,1,0,1,0,16,High Spread,KC,TEN,TEN
1753,1753,11/6/22,2022,9,6,1:00 PM,0,0,NE,26,3,IND,NE,-5.0,40.0,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289.0,0,73,13,0,23,29,1,0,1,1,22,Medium Spread,NE,IND,NE
1754,1754,11/6/22,2022,9,6,1:00 PM,0,0,NYJ,20,17,BUF,BUF,-10.5,46.0,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,72,7,0,3,37,0,0,1,1,4,High Spread,NYJ,BUF,NYJ
1755,1755,11/6/22,2022,9,6,4:30 PM,0,0,TB,16,13,LAR,TB,-3.0,42.5,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35.0,0,86,4,0,3,29,1,0,1,2,31,Low Spread,TB,LAR,Push
1756,1756,11/6/22,2022,9,6,1:00 PM,0,0,WAS,17,20,MIN,MIN,-3.0,43.5,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265.0,0,74,9,0,-3,37,0,0,0,2,21,Low Spread,MIN,WAS,Push
1757,1757,11/7/22,2022,9,0,8:30 PM,1,0,NO,13,27,BAL,BAL,-1.5,46.0,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3.0,0,72,0,1,-14,40,0,0,0,0,3,Low Spread,BAL,NO,BAL
1758,1758,11/10/22,2022,10,3,8:30 PM,1,0,CAR,25,15,ATL,ATL,-2.5,41.5,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751.0,0,60,8,0,10,40,0,0,1,1,2,Low Spread,CAR,ATL,CAR
1759,1759,11/13/22,2022,10,6,1:00 PM,0,0,BUF,30,33,MIN,BUF,-6.0,46.0,Highmark Stadium,"Orchard Park, New York","73,967",42.889,-78.8901,178.0,0,35,9,0,-3,63,1,1,0,0,4,Medium Spread,MIN,BUF,MIN
1760,1760,11/13/22,2022,10,6,1:00 PM,0,0,CHI,30,31,DET,CHI,-3.0,48.5,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594.0,0,34,8,0,-1,61,1,1,0,0,6,Low Spread,DET,CHI,DET
1761,1761,11/13/22,2022,10,6,4:30 PM,0,0,GB,31,28,DAL,DAL,-3.5,44.5,Lambeau Field,"Green Bay, Wisconsin","80,735",44.501389,-88.062222,640.0,0,33,6,0,3,59,0,1,1,1,9,Medium Spread,GB,DAL,GB
1762,1762,11/13/22,2022,10,6,1:00 PM,0,0,KC,27,17,JAX,KC,-9.5,51.5,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024.0,0,34,6,0,10,44,1,0,1,1,16,High Spread,KC,JAX,KC
1763,1763,11/13/22,2022,10,6,4:00 PM,0,0,LVR,20,25,IND,LVR,-4.0,41.0,Allegiant Stadium,"Las Vegas, Nevada","65,000",36.09075,-115.183722,2001.0,0,72,0,1,-5,45,1,1,0,0,19,Medium Spread,IND,LVR,IND
1764,1764,11/13/22,2022,10,6,4:30 PM,0,0,LAR,17,27,ARI,LAR,-3.5,38.0,SoFi Stadium,"Inglewood, California","70,240",33.95345,-118.3392,66.0,0,72,0,1,-10,44,1,1,0,0,18,Medium Spread,ARI,LAR,ARI
1765,1765,11/13/22,2022,10,6,1:00 PM,0,0,MIA,39,17,CLE,MIA,-3.0,49.5,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7.0,0,84,4,0,22,56,1,1,1,1,20,Low Spread,MIA,CLE,MIA
1766,1766,11/13/22,2022,10,6,1:00 PM,0,0,NYG,24,16,HOU,NYG,-4.5,41.0,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,52,11,0,8,40,1,0,1,1,24,Medium Spread,NYG,HOU,NYG
1767,1767,11/13/22,2022,10,6,1:00 PM,0,0,PIT,20,10,NO,PIT,-1.0,39.5,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730.0,0,41,6,0,10,30,1,0,1,1,28,Low Spread,PIT,NO,PIT
1768,1768,11/13/22,2022,10,6,8:30 PM,1,0,SF,22,16,LAC,SF,-8.0,45.5,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17.0,0,55,2,0,6,38,1,0,1,0,30,High Spread,SF,LAC,LAC
1769,1769,11/13/22,2022,10,6,9:30 AM,0,0,TB,21,16,SEA,TB,-2.5,45.0,Allianz Arena,"Munich, Germany","75,024",48.218967,11.623746,1719.0,1,48,5,0,5,37,1,0,1,1,31,Low Spread,TB,SEA,TB
1770,1770,11/13/22,2022,10,6,1:00 PM,0,0,TEN,17,10,DEN,TEN,-2.5,39.5,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430.0,0,37,6,0,7,27,1,0,1,1,32,Low Spread,TEN,DEN,TEN
1771,1771,11/14/22,2022,10,0,8:30 PM,1,0,PHI,21,32,WAS,PHI,-11.0,43.0,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30.0,0,38,3,0,-11,53,1,1,0,0,26,High Spread,WAS,PHI,WAS
1772,1772,11/17/22,2022,11,3,8:30 PM,1,0,GB,17,27,TEN,GB,-3.0,40.5,Lambeau Field,"Green Bay, Wisconsin","80,735",44.501389,-88.062222,640.0,0,25,10,0,-10,44,1,1,0,0,12,Low Spread,TEN,GB,TEN
1773,1773,11/20/22,2022,11,6,1:00 PM,0,0,ATL,27,24,CHI,ATL,-2.5,48.5,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050.0,0,72,0,1,3,51,1,1,1,1,2,Low Spread,ATL,CHI,ATL
1774,1774,11/20/22,2022,11,6,1:00 PM,0,0,BAL,13,3,CAR,BAL,-12.5,41.5,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,35,15,0,10,16,1,0,1,0,3,High Spread,BAL,CAR,CAR
1775,1775,11/20/22,2022,11,6,1:00 PM,0,0,BUF,31,23,CLE,BUF,-7.5,50.5,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,1,72,0,1,8,54,1,1,1,1,4,Medium Spread,BUF,CLE,BUF
1776,1776,11/20/22,2022,11,6,4:00 PM,0,0,DEN,16,22,LVR,DEN,-2.5,41.5,Empower Field at Mile High,"Denver, Colorado","76,125",39.743889,-105.02,5280.0,0,45,5,0,-6,38,1,0,0,0,10,Low Spread,LVR,DEN,LVR
1777,1777,11/20/22,2022,11,6,1:00 PM,0,0,HOU,10,23,WAS,WAS,-3.0,41.0,NRG Stadium,"Houston, Texas","71,500",29.684722,-95.410833,43.0,0,72,0,1,-13,33,0,0,0,0,33,Low Spread,WAS,HOU,WAS
1778,1778,11/20/22,2022,11,6,1:00 PM,0,0,IND,16,17,PHI,PHI,-6.0,45.0,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717.0,0,72,0,1,-1,33,0,0,0,1,26,Medium Spread,PHI,IND,IND
1779,1779,11/20/22,2022,11,6,8:30 PM,1,0,LAC,27,30,KC,KC,-5.5,53.0,SoFi Stadium,"Inglewood, California","70,240",33.95345,-118.3392,66.0,0,72,0,1,-3,57,0,1,0,1,16,Medium Spread,KC,LAC,LAC
1780,1780,11/20/22,2022,11,6,4:30 PM,0,0,MIN,3,40,DAL,DAL,-2.0,48.5,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840.0,0,72,0,1,-37,43,0,0,0,0,9,Low Spread,DAL,MIN,DAL
1781,1781,11/20/22,2022,11,6,1:00 PM,0,0,NE,10,3,NYJ,NE,-3.5,38.0,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289.0,0,38,14,0,7,13,1,0,1,1,22,Medium Spread,NE,NYJ,NE
1782,1782,11/20/22,2022,11,6,1:00 PM,0,0,NO,27,20,LAR,NO,-2.5,39.5,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3.0,0,72,0,1,7,47,1,1,1,1,23,Low Spread,NO,LAR,NO
1783,1783,11/20/22,2022,11,6,1:00 PM,0,0,NYG,18,31,DET,NYG,-3.0,44.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,37,16,0,-13,49,1,1,0,0,24,Low Spread,DET,NYG,DET
1784,1784,11/20/22,2022,11,6,4:30 PM,0,0,PIT,30,37,CIN,CIN,-3.5,39.5,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730.0,0,27,6,0,-7,67,0,1,0,0,7,Medium Spread,CIN,PIT,CIN
1785,1785,11/21/22,2022,11,0,8:30 PM,1,0,ARI,10,38,SF,SF,-10.0,43.0,Estadio Azteca,"Mexico City, Mexico","83,264",19.302911,-99.150442,7200.0,1,60,4,1,-28,48,0,1,0,0,30,High Spread,SF,ARI,SF
1786,1786,11/24/22,2022,12,3,4:30 PM,0,0,DAL,28,20,NYG,DAL,-10.0,45.5,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607.0,0,72,0,1,8,48,1,1,1,0,9,High Spread,DAL,NYG,NYG
1787,1787,11/24/22,2022,12,3,12:30 PM,0,0,DET,25,28,BUF,BUF,-9.5,55.0,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,-3,53,0,0,0,1,4,High Spread,BUF,DET,DET
1788,1788,11/24/22,2022,12,3,8:30 PM,1,0,MIN,33,26,NE,MIN,-2.5,41.5,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840.0,0,72,0,1,7,59,1,1,1,1,21,Low Spread,MIN,NE,MIN
1789,1789,11/27/22,2022,12,6,4:00 PM,0,0,ARI,24,25,LAC,LAC,-2.5,48.5,State Farm Stadium,"Glendale, Arizona","63,400",33.528,-112.263,1068.0,0,72,0,1,-1,49,0,1,0,1,17,Low Spread,LAC,ARI,ARI
1790,1790,11/27/22,2022,12,6,1:00 PM,0,0,CAR,23,10,DEN,DEN,-1.0,36.0,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751.0,0,63,12,0,13,33,0,0,1,1,10,Low Spread,CAR,DEN,CAR
1791,1791,11/27/22,2022,12,6,1:00 PM,0,0,CLE,23,17,TB,TB,-3.0,42.0,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,54,11,0,6,40,0,0,1,1,31,Low Spread,CLE,TB,CLE
1792,1792,11/27/22,2022,12,6,1:00 PM,0,0,JAX,28,27,BAL,BAL,-3.5,43.0,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10.0,0,76,10,0,1,55,0,1,1,1,3,Medium Spread,JAX,BAL,JAX
1793,1793,11/27/22,2022,12,6,4:30 PM,0,0,KC,26,10,LAR,KC,-15.5,42.0,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024.0,0,45,10,0,16,36,1,0,1,1,16,High Spread,KC,LAR,KC
1794,1794,11/27/22,2022,12,6,1:00 PM,0,0,MIA,30,15,HOU,MIA,-14.0,47.5,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7.0,0,83,8,0,15,45,1,0,1,1,20,High Spread,MIA,HOU,MIA
1795,1795,11/27/22,2022,12,6,1:00 PM,0,0,NYJ,31,10,CHI,NYJ,-7.5,37.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,51,7,0,21,41,1,1,1,1,25,Medium Spread,NYJ,CHI,NYJ
1796,1796,11/27/22,2022,12,6,8:30 PM,1,0,PHI,40,33,GB,PHI,-6.5,46.5,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30.0,0,60,12,0,7,73,1,1,1,1,26,Medium Spread,PHI,GB,PHI
1797,1797,11/27/22,2022,12,6,4:30 PM,0,0,SF,13,0,NO,SF,-8.5,43.5,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17.0,0,65,3,0,13,13,1,0,1,1,30,High Spread,SF,NO,SF
1798,1798,11/27/22,2022,12,6,4:00 PM,0,0,SEA,34,40,LVR,SEA,-4.0,47.5,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20.0,0,45,6,0,-6,74,1,1,0,0,29,Medium Spread,LVR,SEA,LVR
1799,1799,11/27/22,2022,12,6,1:00 PM,0,0,TEN,16,20,CIN,CIN,-1.0,42.0,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430.0,0,53,13,0,-4,36,0,0,0,0,7,Low Spread,CIN,TEN,CIN
1800,1800,11/27/22,2022,12,6,1:00 PM,0,0,WAS,19,13,ATL,WAS,-3.5,40.0,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265.0,0,48,8,0,6,32,1,0,1,1,33,Medium Spread,WAS,ATL,WAS
1801,1801,11/28/22,2022,12,0,8:30 PM,1,0,IND,17,24,PIT,IND,-2.5,39.5,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717.0,0,72,0,1,-7,41,1,1,0,0,14,Low Spread,PIT,IND,PIT
1802,1802,12/1/22,2022,13,3,8:30 PM,1,0,NE,10,24,BUF,BUF,-4.0,44.0,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289.0,0,36,10,0,-14,34,0,0,0,0,4,Medium Spread,BUF,NE,BUF
1803,1803,12/4/22,2022,13,6,1:00 PM,0,0,ATL,16,19,PIT,PIT,-1.5,43.0,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050.0,0,72,0,1,-3,35,0,0,0,0,28,Low Spread,PIT,ATL,PIT
1804,1804,12/4/22,2022,13,6,1:00 PM,0,0,BAL,10,9,DEN,BAL,-9.0,40.0,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,43,4,0,1,19,1,0,1,0,3,High Spread,BAL,DEN,DEN
1805,1805,12/4/22,2022,13,6,1:00 PM,0,0,CHI,19,28,GB,GB,-3.5,45.0,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594.0,0,31,14,0,-9,47,0,1,0,0,12,Medium Spread,GB,CHI,GB
