,Unnamed: 0,game_date,season,week,day_of_week,time_of_game,primetime,playoff_game,team_home,score_home,score_away,team_away,team_favored_id,point_spread,total_line,stadium,game_location,stadium_capacity,stadium_latitude,stadium_longitude,stadium_elevation,stadium_neutral,weather_temp,wind_mph,indoor,point_differential,total_points_scored,favorite,total_result,result,cover_result,team_favored_id_int,spread_category,winner,loser,cover_id
645,645,10/28/18,2018,8,6,1:00 PM,0,0,CIN,37,34,TB,CIN,-3.5,55.0,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482.0,0,55,7,0,3,71,1,1,1,0,7,Medium Spread,CIN,TB,TB
646,646,10/28/18,2018,8,6,1:00 PM,0,0,DET,14,28,SEA,DET,-3.0,48.0,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,-14,42,1,0,0,0,11,Low Spread,SEA,DET,SEA
647,647,10/28/18,2018,8,6,9:30 AM,0,0,JAX,18,24,PHI,PHI,-3.5,44.0,Wembley Stadium,"London, England","90,000",51.555833,-0.279722,171.0,1,48,12,0,-6,42,0,0,0,0,26,Medium Spread,PHI,JAX,PHI
648,648,10/28/18,2018,8,6,1:00 PM,0,0,KC,30,23,DEN,KC,-8.5,53.0,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024.0,0,56,12,0,7,53,1,2,1,0,16,High Spread,KC,DEN,DEN
649,649,10/28/18,2018,8,6,4:30 PM,0,0,LAR,29,27,GB,LAR,-7.5,57.0,Los Angeles Memorial Coliseum,"Los Angeles, California","93,605",34.014167,-118.287778,185.0,0,82,1,0,2,56,1,0,1,0,18,Medium Spread,LAR,GB,GB
650,650,10/28/18,2018,8,6,8:30 PM,1,0,MIN,20,30,NO,MIN,-2.5,53.5,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840.0,0,72,0,1,-10,50,1,0,0,0,21,Low Spread,NO,MIN,NO
651,651,10/28/18,2018,8,6,1:00 PM,0,0,NYG,13,20,WAS,WAS,-1.0,44.0,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,51,11,0,-7,33,0,0,0,0,33,Low Spread,WAS,NYG,WAS
652,652,10/28/18,2018,8,6,4:00 PM,0,0,LVR,28,42,IND,IND,-3.5,51.0,Oakland Coliseum,"Oakland, California","53,250",37.751667,-122.200556,21.0,0,69,8,0,-14,70,0,1,0,0,14,Medium Spread,IND,LVR,IND
653,653,10/28/18,2018,8,6,1:00 PM,0,0,PIT,33,18,CLE,PIT,-8.5,47.5,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730.0,0,47,11,0,15,51,1,1,1,1,28,High Spread,PIT,CLE,PIT
654,654,10/29/18,2018,8,0,8:30 PM,1,0,BUF,6,25,NE,NE,-13.5,44.5,Highmark Stadium,"Orchard Park, New York","73,967",42.889,-78.8901,178.0,0,46,16,0,-19,31,0,0,0,0,22,High Spread,NE,BUF,NE
655,655,11/1/18,2018,9,3,8:30 PM,1,0,SF,34,3,LVR,LVR,-1.5,44.0,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17.0,0,82,8,0,31,37,0,0,1,1,19,Low Spread,SF,LVR,SF
656,656,11/4/18,2018,9,6,1:00 PM,0,0,BAL,16,23,PIT,BAL,-1.5,46.5,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,55,6,0,-7,39,1,0,0,0,3,Low Spread,PIT,BAL,PIT
657,657,11/4/18,2018,9,6,1:00 PM,0,0,BUF,9,41,CHI,CHI,-10.5,38.0,Highmark Stadium,"Orchard Park, New York","73,967",42.889,-78.8901,178.0,0,49,12,0,-32,50,0,1,0,0,6,High Spread,CHI,BUF,CHI
658,658,11/4/18,2018,9,6,1:00 PM,0,0,CAR,42,28,TB,CAR,-6.0,55.5,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751.0,0,62,8,0,14,70,1,1,1,1,5,Medium Spread,CAR,TB,CAR
659,659,11/4/18,2018,9,6,1:00 PM,0,0,CLE,21,37,KC,KC,-7.5,51.5,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,53,16,0,-16,58,0,1,0,0,16,Medium Spread,KC,CLE,KC
660,660,11/4/18,2018,9,6,4:00 PM,0,0,DEN,17,19,HOU,DEN,-1.0,46.5,Empower Field at Mile High,"Denver, Colorado","76,125",39.743889,-105.02,5280.0,0,53,3,0,-2,36,1,0,0,0,10,Low Spread,HOU,DEN,HOU
661,661,11/4/18,2018,9,6,1:00 PM,0,0,MIA,13,6,NYJ,MIA,-3.0,43.0,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7.0,0,87,16,0,7,19,1,0,1,1,20,Low Spread,MIA,NYJ,MIA
662,662,11/4/18,2018,9,6,1:00 PM,0,0,MIN,24,9,DET,MIN,-4.5,47.5,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840.0,0,72,0,1,15,33,1,0,1,1,21,Medium Spread,MIN,DET,MIN
663,663,11/4/18,2018,9,6,8:30 PM,1,0,NE,31,17,GB,NE,-5.0,56.0,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289.0,0,40,2,0,14,48,1,0,1,1,22,Medium Spread,NE,GB,NE
664,664,11/4/18,2018,9,6,4:30 PM,0,0,NO,45,35,LAR,LAR,-1.5,57.0,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3.0,0,72,0,1,10,80,0,1,1,1,18,Low Spread,NO,LAR,NO
665,665,11/4/18,2018,9,6,4:00 PM,0,0,SEA,17,25,LAC,SEA,-1.0,48.0,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20.0,0,56,4,0,-8,42,1,0,0,0,29,Low Spread,LAC,SEA,LAC
666,666,11/4/18,2018,9,6,1:00 PM,0,0,WAS,14,38,ATL,WAS,-1.5,46.5,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265.0,0,55,5,0,-24,52,1,1,0,0,33,Low Spread,ATL,WAS,ATL
667,667,11/5/18,2018,9,0,8:30 PM,1,0,DAL,14,28,TEN,DAL,-4.5,40.5,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607.0,0,72,0,1,-14,42,1,1,0,0,9,Medium Spread,TEN,DAL,TEN
668,668,11/8/18,2018,10,3,8:30 PM,1,0,PIT,52,21,CAR,PIT,-3.5,51.0,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730.0,0,40,4,0,31,73,1,1,1,1,28,Medium Spread,PIT,CAR,PIT
669,669,11/11/18,2018,10,6,1:00 PM,0,0,CHI,34,22,DET,CHI,-7.5,44.5,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594.0,0,37,12,0,12,56,1,1,1,1,6,Medium Spread,CHI,DET,CHI
670,670,11/11/18,2018,10,6,1:00 PM,0,0,CIN,14,51,NO,NO,-6.0,53.5,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482.0,0,39,6,0,-37,65,0,1,0,0,23,Medium Spread,NO,CIN,NO
671,671,11/11/18,2018,10,6,1:00 PM,0,0,CLE,28,16,ATL,ATL,-5.5,49.5,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,36,9,0,12,44,0,0,1,1,2,Medium Spread,CLE,ATL,CLE
672,672,11/11/18,2018,10,6,4:30 PM,0,0,GB,31,12,MIA,GB,-11.0,48.5,Lambeau Field,"Green Bay, Wisconsin","80,735",44.501389,-88.062222,640.0,0,33,6,0,19,43,1,0,1,1,12,High Spread,GB,MIA,GB
673,673,11/11/18,2018,10,6,1:00 PM,0,0,IND,29,26,JAX,IND,-3.0,48.0,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717.0,0,72,0,1,3,55,1,1,1,2,14,Low Spread,IND,JAX,Push
674,674,11/11/18,2018,10,6,1:00 PM,0,0,KC,26,14,ARI,KC,-16.5,49.5,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024.0,0,43,5,0,12,40,1,0,1,0,16,High Spread,KC,ARI,ARI
675,675,11/11/18,2018,10,6,4:30 PM,0,0,LAR,36,31,SEA,LAR,-10.0,51.0,Los Angeles Memorial Coliseum,"Los Angeles, California","93,605",34.014167,-118.287778,185.0,0,75,1,0,5,67,1,1,1,0,18,High Spread,LAR,SEA,SEA
676,676,11/11/18,2018,10,6,1:00 PM,0,0,NYJ,10,41,BUF,NYJ,-7.0,38.0,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,46,10,0,-31,51,1,1,0,0,25,Medium Spread,BUF,NYJ,BUF
677,677,11/11/18,2018,10,6,4:00 PM,0,0,LVR,6,20,LAC,LAC,-10.5,50.0,Oakland Coliseum,"Oakland, California","53,250",37.751667,-122.200556,21.0,0,69,16,0,-14,26,0,0,0,0,17,High Spread,LAC,LVR,LAC
678,678,11/11/18,2018,10,6,8:30 PM,1,0,PHI,20,27,DAL,PHI,-7.5,45.5,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30.0,0,38,5,0,-7,47,1,1,0,0,26,Medium Spread,DAL,PHI,DAL
679,679,11/11/18,2018,10,6,1:00 PM,0,0,TB,3,16,WAS,TB,-3.5,51.0,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35.0,0,82,3,0,-13,19,1,0,0,0,31,Medium Spread,WAS,TB,WAS
680,680,11/11/18,2018,10,6,1:00 PM,0,0,TEN,34,10,NE,NE,-6.5,47.0,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430.0,0,46,4,0,24,44,0,0,1,1,22,Medium Spread,TEN,NE,TEN
681,681,11/12/18,2018,10,0,8:30 PM,1,0,SF,23,27,NYG,SF,-3.0,45.0,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17.0,0,62,0,0,-4,50,1,1,0,0,30,Low Spread,NYG,SF,NYG
682,682,11/15/18,2018,11,3,8:30 PM,1,0,SEA,27,24,GB,SEA,-3.0,49.0,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20.0,0,54,6,0,3,51,1,1,1,2,29,Low Spread,SEA,GB,Push
683,683,11/18/18,2018,11,6,4:00 PM,0,0,ARI,21,23,LVR,ARI,-4.5,41.0,State Farm Stadium,"Glendale, Arizona","63,400",33.528,-112.263,1068.0,0,72,0,1,-2,44,1,1,0,0,1,Medium Spread,LVR,ARI,LVR
684,684,11/18/18,2018,11,6,1:00 PM,0,0,ATL,19,22,DAL,ATL,-3.5,50.0,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050.0,0,72,0,1,-3,41,1,0,0,0,2,Medium Spread,DAL,ATL,DAL
685,685,11/18/18,2018,11,6,1:00 PM,0,0,BAL,24,21,CIN,BAL,-6.5,44.0,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,48,8,0,3,45,1,1,1,0,3,Medium Spread,BAL,CIN,CIN
686,686,11/18/18,2018,11,6,8:30 PM,1,0,CHI,25,20,MIN,CHI,-2.5,44.0,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594.0,0,33,6,0,5,45,1,1,1,1,6,Low Spread,CHI,MIN,CHI
687,687,11/18/18,2018,11,6,1:00 PM,0,0,DET,20,19,CAR,CAR,-4.0,48.0,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,1,39,0,0,1,1,5,Medium Spread,DET,CAR,DET
688,688,11/18/18,2018,11,6,1:00 PM,0,0,IND,38,10,TEN,IND,-1.0,50.0,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717.0,0,72,0,1,28,48,1,0,1,1,14,Low Spread,IND,TEN,IND
689,689,11/18/18,2018,11,6,1:00 PM,0,0,JAX,16,20,PIT,PIT,-4.0,47.0,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10.0,0,73,8,0,-4,36,0,0,0,2,28,Medium Spread,PIT,JAX,Push
690,690,11/18/18,2018,11,6,4:00 PM,0,0,LAC,22,23,DEN,LAC,-7.5,46.5,Dignity Health Sports Park,"Carson, California","27,000",33.864,-118.261,10.0,0,69,4,0,-1,45,1,0,0,0,17,Medium Spread,DEN,LAC,DEN
691,691,11/18/18,2018,11,6,4:30 PM,0,0,NO,48,7,PHI,NO,-7.0,56.5,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3.0,0,72,0,1,41,55,1,0,1,1,23,Medium Spread,NO,PHI,NO
692,692,11/18/18,2018,11,6,1:00 PM,0,0,NYG,38,35,TB,NYG,-3.0,53.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,42,1,0,3,73,1,1,1,2,24,Low Spread,NYG,TB,Push
693,693,11/18/18,2018,11,6,1:00 PM,0,0,WAS,21,23,HOU,HOU,-3.0,40.5,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265.0,0,48,6,0,-2,44,0,1,0,1,13,Low Spread,HOU,WAS,WAS
694,694,11/19/18,2018,11,0,8:30 PM,1,0,LAR,54,51,KC,LAR,-3.0,63.5,Los Angeles Memorial Coliseum,"Los Angeles, California","93,605",34.014167,-118.287778,185.0,0,69,1,0,3,105,1,1,1,2,18,Low Spread,LAR,KC,Push
695,695,11/22/18,2018,12,3,4:30 PM,0,0,DAL,31,23,WAS,DAL,-7.0,40.0,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607.0,0,72,0,1,8,54,1,1,1,1,9,Medium Spread,DAL,WAS,DAL
696,696,11/22/18,2018,12,3,12:30 PM,0,0,DET,16,23,CHI,CHI,-3.0,43.0,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,-7,39,0,0,0,0,6,Low Spread,CHI,DET,CHI
697,697,11/22/18,2018,12,3,8:30 PM,1,0,NO,31,17,ATL,NO,-11.5,61.5,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3.0,0,72,0,1,14,48,1,0,1,1,23,High Spread,NO,ATL,NO
698,698,11/25/18,2018,12,6,1:00 PM,0,0,BAL,34,17,LVR,BAL,-13.0,42.0,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,60,7,0,17,51,1,1,1,1,3,High Spread,BAL,LVR,BAL
699,699,11/25/18,2018,12,6,1:00 PM,0,0,BUF,24,21,JAX,JAX,-3.0,36.5,Highmark Stadium,"Orchard Park, New York","73,967",42.889,-78.8901,178.0,0,44,12,0,3,45,0,1,1,1,15,Low Spread,BUF,JAX,BUF
700,700,11/25/18,2018,12,6,1:00 PM,0,0,CAR,27,30,SEA,CAR,-3.0,46.5,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751.0,0,57,1,0,-3,57,1,1,0,0,5,Low Spread,SEA,CAR,SEA
701,701,11/25/18,2018,12,6,1:00 PM,0,0,CIN,20,35,CLE,CLE,-1.0,46.5,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482.0,0,44,4,0,-15,55,0,1,0,0,8,Low Spread,CLE,CIN,CLE
702,702,11/25/18,2018,12,6,4:30 PM,0,0,DEN,24,17,PIT,PIT,-3.0,47.5,Empower Field at Mile High,"Denver, Colorado","76,125",39.743889,-105.02,5280.0,0,41,7,0,7,41,0,0,1,1,28,Low Spread,DEN,PIT,DEN
703,703,11/25/18,2018,12,6,4:30 PM,0,0,IND,27,24,MIA,IND,-9.0,52.5,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717.0,0,72,0,1,3,51,1,0,1,0,14,High Spread,IND,MIA,MIA
704,704,11/25/18,2018,12,6,4:00 PM,0,0,LAC,45,10,ARI,LAC,-14.0,43.0,Dignity Health Sports Park,"Carson, California","27,000",33.864,-118.261,10.0,0,74,3,0,35,55,1,1,1,1,17,High Spread,LAC,ARI,LAC
705,705,11/25/18,2018,12,6,8:30 PM,1,0,MIN,24,17,GB,MIN,-3.5,48.0,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840.0,0,72,0,1,7,41,1,0,1,1,21,Medium Spread,MIN,GB,MIN
706,706,11/25/18,2018,12,6,1:00 PM,0,0,NYJ,13,27,NE,NE,-13.0,46.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,54,8,0,-14,40,0,0,0,0,22,High Spread,NE,NYJ,NE
707,707,11/25/18,2018,12,6,1:00 PM,0,0,PHI,25,22,NYG,PHI,-4.5,49.0,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30.0,0,56,10,0,3,47,1,0,1,0,26,Medium Spread,PHI,NYG,NYG
708,708,11/25/18,2018,12,6,1:00 PM,0,0,TB,27,9,SF,TB,-1.5,54.5,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35.0,0,77,7,0,18,36,1,0,1,1,31,Low Spread,TB,SF,TB
709,709,11/26/18,2018,12,0,8:30 PM,1,0,HOU,34,17,TEN,HOU,-3.5,42.5,NRG Stadium,"Houston, Texas","71,500",29.684722,-95.410833,43.0,0,72,0,1,17,51,1,1,1,1,13,Medium Spread,HOU,TEN,HOU
710,710,11/29/18,2018,13,3,8:30 PM,1,0,DAL,13,10,NO,NO,-7.5,51.5,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607.0,0,72,0,1,3,23,0,0,1,1,23,Medium Spread,DAL,NO,DAL
711,711,12/2/18,2018,13,6,1:00 PM,0,0,ATL,16,26,BAL,ATL,-2.5,46.5,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050.0,0,72,0,1,-10,42,1,0,0,0,2,Low Spread,BAL,ATL,BAL
712,712,12/2/18,2018,13,6,1:00 PM,0,0,CIN,10,24,DEN,DEN,-4.0,45.0,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482.0,0,63,12,0,-14,34,0,0,0,0,10,Medium Spread,DEN,CIN,DEN
713,713,12/2/18,2018,13,6,1:00 PM,0,0,DET,16,30,LAR,LAR,-10.5,54.0,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581.0,0,72,0,1,-14,46,0,0,0,0,18,High Spread,LAR,DET,LAR
714,714,12/2/18,2018,13,6,1:00 PM,0,0,GB,17,20,ARI,GB,-13.5,41.0,Lambeau Field,"Green Bay, Wisconsin","80,735",44.501389,-88.062222,640.0,0,34,20,0,-3,37,1,0,0,0,12,High Spread,ARI,GB,ARI
715,715,12/2/18,2018,13,6,1:00 PM,0,0,HOU,29,13,CLE,HOU,-5.0,47.5,NRG Stadium,"Houston, Texas","71,500",29.684722,-95.410833,43.0,0,72,0,1,16,42,1,0,1,1,13,Medium Spread,HOU,CLE,HOU
716,716,12/2/18,2018,13,6,1:00 PM,0,0,JAX,6,0,IND,IND,-4.0,45.5,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10.0,0,78,13,0,6,6,0,0,1,1,14,Medium Spread,JAX,IND,JAX
717,717,12/2/18,2018,13,6,1:00 PM,0,0,MIA,21,17,BUF,MIA,-3.5,40.0,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7.0,0,86,15,0,4,38,1,0,1,1,20,Medium Spread,MIA,BUF,MIA
718,718,12/2/18,2018,13,6,4:30 PM,0,0,NE,24,10,MIN,NE,-6.0,49.5,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289.0,0,53,6,0,14,34,1,0,1,1,22,Medium Spread,NE,MIN,NE
719,719,12/2/18,2018,13,6,1:00 PM,0,0,NYG,30,27,CHI,CHI,-4.0,44.0,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,52,3,0,3,57,0,1,1,1,6,Medium Spread,NYG,CHI,NYG
720,720,12/2/18,2018,13,6,4:00 PM,0,0,LVR,33,40,KC,KC,-14.0,53.5,Oakland Coliseum,"Oakland, California","53,250",37.751667,-122.200556,21.0,0,57,6,0,-7,73,0,1,0,1,16,High Spread,KC,LVR,LVR
721,721,12/2/18,2018,13,6,8:30 PM,1,0,PIT,30,33,LAC,PIT,-3.0,52.5,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730.0,0,57,8,0,-3,63,1,1,0,0,28,Low Spread,LAC,PIT,LAC
722,722,12/2/18,2018,13,6,4:30 PM,0,0,SEA,43,16,SF,SEA,-10.0,45.5,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20.0,0,45,2,0,27,59,1,1,1,1,29,High Spread,SEA,SF,SEA
723,723,12/2/18,2018,13,6,1:00 PM,0,0,TB,24,17,CAR,CAR,-3.5,52.0,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35.0,0,81,15,0,7,41,0,0,1,1,5,Medium Spread,TB,CAR,TB
724,724,12/2/18,2018,13,6,4:00 PM,0,0,TEN,26,22,NYJ,TEN,-10.5,40.5,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430.0,0,70,13,0,4,48,1,1,1,0,32,High Spread,TEN,NYJ,NYJ
725,725,12/3/18,2018,13,0,8:30 PM,1,0,PHI,28,13,WAS,PHI,-5.5,45.0,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30.0,0,36,15,0,15,41,1,0,1,1,26,Medium Spread,PHI,WAS,PHI
726,726,12/6/18,2018,14,3,8:30 PM,1,0,TEN,30,9,JAX,TEN,-5.5,37.5,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430.0,0,44,5,0,21,39,1,1,1,1,32,Medium Spread,TEN,JAX,TEN
727,727,12/9/18,2018,14,6,4:30 PM,0,0,ARI,3,17,DET,DET,-2.5,40.5,State Farm Stadium,"Glendale, Arizona","63,400",33.528,-112.263,1068.0,0,72,0,1,-14,20,0,0,0,0,11,Low Spread,DET,ARI,DET
728,728,12/9/18,2018,14,6,1:00 PM,0,0,BUF,23,27,NYJ,BUF,-4.5,37.0,Highmark Stadium,"Orchard Park, New York","73,967",42.889,-78.8901,178.0,0,31,12,0,-4,50,1,1,0,0,4,Medium Spread,NYJ,BUF,NYJ
729,729,12/9/18,2018,14,6,8:30 PM,1,0,CHI,15,6,LAR,LAR,-3.0,51.0,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594.0,0,29,4,0,9,21,0,0,1,1,18,Low Spread,CHI,LAR,CHI
730,730,12/9/18,2018,14,6,1:00 PM,0,0,CLE,26,20,CAR,CAR,-1.0,47.5,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584.0,0,28,4,0,6,46,0,0,1,1,5,Low Spread,CLE,CAR,CLE
731,731,12/9/18,2018,14,6,4:30 PM,0,0,DAL,29,23,PHI,DAL,-3.5,45.5,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607.0,0,72,0,1,6,52,1,1,1,1,9,Medium Spread,DAL,PHI,DAL
732,732,12/9/18,2018,14,6,1:00 PM,0,0,GB,34,20,ATL,GB,-4.0,50.5,Lambeau Field,"Green Bay, Wisconsin","80,735",44.501389,-88.062222,640.0,0,25,10,0,14,54,1,1,1,1,12,Medium Spread,GB,ATL,GB
733,733,12/9/18,2018,14,6,1:00 PM,0,0,HOU,21,24,IND,HOU,-4.0,49.0,NRG Stadium,"Houston, Texas","71,500",29.684722,-95.410833,43.0,0,72,0,1,-3,45,1,0,0,0,13,Medium Spread,IND,HOU,IND
734,734,12/9/18,2018,14,6,1:00 PM,0,0,KC,27,24,BAL,KC,-6.5,48.5,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024.0,0,27,0,0,3,51,1,1,1,0,16,Medium Spread,KC,BAL,BAL
735,735,12/9/18,2018,14,6,4:00 PM,0,0,LAC,26,21,CIN,LAC,-17.0,48.5,Dignity Health Sports Park,"Carson, California","27,000",33.864,-118.261,10.0,0,70,1,0,5,47,1,0,1,0,17,High Spread,LAC,CIN,CIN
736,736,12/9/18,2018,14,6,1:00 PM,0,0,MIA,34,33,NE,NE,-9.5,49.5,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7.0,0,82,13,0,1,67,0,1,1,1,22,High Spread,MIA,NE,MIA
737,737,12/9/18,2018,14,6,4:30 PM,0,0,LVR,24,21,PIT,PIT,-10.5,51.0,Oakland Coliseum,"Oakland, California","53,250",37.751667,-122.200556,21.0,0,55,8,0,3,45,0,0,1,1,28,High Spread,LVR,PIT,LVR
738,738,12/9/18,2018,14,6,4:00 PM,0,0,SF,20,14,DEN,DEN,-3.0,45.5,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17.0,0,54,3,0,6,34,0,0,1,1,10,Low Spread,SF,DEN,SF
739,739,12/9/18,2018,14,6,1:00 PM,0,0,TB,14,28,NO,NO,-10.0,54.0,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35.0,0,71,7,0,-14,42,0,0,0,0,23,High Spread,NO,TB,NO
740,740,12/9/18,2018,14,6,1:00 PM,0,0,WAS,16,40,NYG,NYG,-3.0,40.5,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265.0,0,33,6,0,-24,56,0,1,0,0,24,Low Spread,NYG,WAS,NYG
741,741,12/10/18,2018,14,0,8:30 PM,1,0,SEA,21,7,MIN,SEA,-3.0,45.5,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20.0,0,48,9,0,14,28,1,0,1,1,29,Low Spread,SEA,MIN,SEA
742,742,12/13/18,2018,15,3,8:30 PM,1,0,KC,28,29,LAC,KC,-3.5,54.0,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024.0,0,39,5,0,-1,57,1,1,0,0,16,Medium Spread,LAC,KC,LAC
743,743,12/15/18,2018,15,5,8:30 PM,1,0,DEN,16,17,CLE,DEN,-1.0,47.0,Empower Field at Mile High,"Denver, Colorado","76,125",39.743889,-105.02,5280.0,0,46,0,0,-1,33,1,0,0,0,10,Low Spread,CLE,DEN,CLE
744,744,12/15/18,2018,15,5,4:30 PM,0,0,NYJ,22,29,HOU,HOU,-7.0,44.0,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3.0,0,51,8,0,-7,51,0,1,0,2,13,Medium Spread,HOU,NYJ,Push
745,745,12/16/18,2018,15,6,1:00 PM,0,0,ATL,40,14,ARI,ATL,-10.0,43.5,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050.0,0,72,0,1,26,54,1,1,1,1,2,High Spread,ATL,ARI,ATL
746,746,12/16/18,2018,15,6,1:00 PM,0,0,BAL,20,12,TB,BAL,-8.5,45.0,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50.0,0,43,10,0,8,32,1,0,1,0,3,High Spread,BAL,TB,TB
747,747,12/16/18,2018,15,6,1:00 PM,0,0,BUF,14,13,DET,BUF,-2.5,40.0,Highmark Stadium,"Orchard Park, New York","73,967",42.889,-78.8901,178.0,0,39,7,0,1,27,1,0,1,0,4,Low Spread,BUF,DET,DET
748,748,12/16/18,2018,15,6,1:00 PM,0,0,CHI,24,17,GB,CHI,-5.5,46.5,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594.0,0,45,10,0,7,41,1,0,1,1,6,Medium Spread,CHI,GB,CHI
