,game_date,season,week,day_of_week,time_of_game,primetime,playoff_game,team_home,score_home,score_away,team_away,team_favored_id,point_spread,total_line,stadium,game_location,stadium_capacity,stadium_latitude,stadium_longitude,stadium_elevation,stadium_neutral,weather_temperature,wind_mph,indoor,precipitation,point_differential,total_points_scored,home_favorite,away_favorite,total_result,result,cover_result,team_favored_id_int,spread_category
469,12/10/17,2017,14,6,4:00 PM,0,0,LAC,30,13,WAS,LAC,-6,46.5,Dignity Health Sports Park,"Carson, California","27,000",33.864,-118.261,10,0,81,4,0,,17,43,1,0,0,1,1,17,Medium Spread
470,12/10/17,2017,14,6,4:30 PM,0,0,LAR,35,43,PHI,LAR,-1,47.5,Los Angeles Memorial Coliseum,"Los Angeles, California","93,605",34.014167,-118.287778,185,0,83,0,0,,-8,78,1,0,1,0,0,18,Low Spread
471,12/10/17,2017,14,6,1:00 PM,0,0,NYG,10,30,DAL,DAL,-4,42,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3,0,39,11,0,,-20,40,0,1,0,0,0,9,Medium Spread
472,12/10/17,2017,14,6,8:30 PM,1,0,PIT,39,38,BAL,PIT,-6,43,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730,0,33,12,0,,1,77,1,0,1,1,0,28,Medium Spread
473,12/10/17,2017,14,6,1:00 PM,0,0,TB,21,24,DET,PICK,0,47.5,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35,0,55,9,0,,-3,45,0,0,0,0,0,27,Low Spread
474,12/11/17,2017,14,0,8:30 PM,1,0,MIA,27,20,NE,NE,-10.5,48,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7,0,55,7,0,,7,47,0,1,0,1,1,22,High Spread
475,12/14/17,2017,15,3,8:30 PM,1,0,IND,13,25,DEN,DEN,-3,40.5,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717,0,72,0,1,,-12,38,0,1,0,0,0,10,Low Spread
476,12/16/17,2017,15,5,4:30 PM,0,0,DET,20,10,CHI,DET,-5,43.5,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581,0,72,0,1,,10,30,1,0,0,1,1,11,Medium Spread
477,12/16/17,2017,15,5,8:30 PM,1,0,KC,30,13,LAC,LAC,-1,47,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024,0,53,9,0,,17,43,0,1,0,1,1,17,Low Spread
478,12/17/17,2017,15,6,1:00 PM,0,0,BUF,24,16,MIA,BUF,-3.5,39.5,New Era Field,"Orchard Park, New York","73,967",42.889,-78.8901,178,0,22,8,0,,8,40,1,0,1,1,1,4,Medium Spread
479,12/17/17,2017,15,6,1:00 PM,0,0,CAR,31,24,GB,CAR,-3,46.5,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751,0,51,5,0,,7,55,1,0,1,1,1,5,Low Spread
480,12/17/17,2017,15,6,1:00 PM,0,0,CLE,10,27,BAL,BAL,-6.5,42,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584,0,36,0,0,,-17,37,0,1,0,0,0,3,Medium Spread
481,12/17/17,2017,15,6,1:00 PM,0,0,JAX,45,7,HOU,JAX,-10.5,39,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10,0,72,5,0,,38,52,1,0,1,1,1,15,High Spread
482,12/17/17,2017,15,6,1:00 PM,0,0,MIN,34,7,CIN,MIN,-12.5,42.5,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840,0,72,0,1,,27,41,1,0,0,1,1,21,High Spread
483,12/17/17,2017,15,6,1:00 PM,0,0,NO,31,19,NYJ,NO,-16.5,47,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3,0,72,0,1,,12,50,1,0,1,1,0,23,High Spread
484,12/17/17,2017,15,6,1:00 PM,0,0,NYG,29,34,PHI,PHI,-7.5,40,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3,0,35,0,0,,-5,63,0,1,1,0,1,26,Medium Spread
485,12/17/17,2017,15,6,8:30 PM,1,0,LVR,17,20,DAL,DAL,-3,46,Oakland Coliseum,"Oakland, California","53,250",37.751667,-122.200556,21,0,57,4,0,,-3,37,0,1,0,0,2,9,Low Spread
486,12/17/17,2017,15,6,4:30 PM,0,0,PIT,24,27,NE,NE,-2.5,52.5,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730,0,42,4,0,rain,-3,51,0,1,0,0,0,22,Low Spread
487,12/17/17,2017,15,6,4:30 PM,0,0,SF,25,23,TEN,SF,-2.5,44.5,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17,0,65,17,0,,2,48,1,0,1,1,0,30,Low Spread
488,12/17/17,2017,15,6,4:00 PM,0,0,SEA,7,42,LAR,LAR,-1,47.5,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20,0,47,15,0,,-35,49,0,1,1,0,0,18,Low Spread
489,12/17/17,2017,15,6,1:00 PM,0,0,WAS,20,15,ARI,WAS,-4,40,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265,0,50,1,0,,5,35,1,0,0,1,1,33,Medium Spread
490,12/18/17,2017,15,0,8:30 PM,1,0,TB,21,24,ATL,ATL,-7,49.5,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35,0,71,2,0,,-3,45,0,1,0,0,1,2,Medium Spread
491,12/23/17,2017,16,5,4:30 PM,0,0,BAL,23,16,IND,BAL,-13.5,41,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50,0,63,14,0,,7,39,1,0,0,1,0,3,High Spread
492,12/23/17,2017,16,5,8:30 PM,1,0,GB,0,16,MIN,MIN,-8.5,41,Lambeau Field,"Green Bay, Wisconsin","80,735",44.501389,-88.062222,640,0,10,6,0,,-16,16,0,1,0,0,0,21,High Spread
493,12/24/17,2017,16,6,4:30 PM,0,0,ARI,23,0,NYG,ARI,-3,39,State Farm Stadium,"Glendale, Arizona","63,400",33.528,-112.263,1068,0,72,0,1,,23,23,1,0,0,1,1,1,Low Spread
494,12/24/17,2017,16,6,1:00 PM,0,0,CAR,22,19,TB,CAR,-10,46.5,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751,0,55,6,0,,3,41,1,0,0,1,0,5,High Spread
495,12/24/17,2017,16,6,1:00 PM,0,0,CHI,20,3,CLE,CHI,-5.5,37,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594,0,24,8,0,,17,23,1,0,0,1,1,6,Medium Spread
496,12/24/17,2017,16,6,1:00 PM,0,0,CIN,26,17,DET,DET,-3.5,43.5,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482,0,35,2,0,,9,43,0,1,0,1,1,11,Medium Spread
497,12/24/17,2017,16,6,4:30 PM,0,0,DAL,12,21,SEA,DAL,-4.5,47,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607,0,72,0,1,,-9,33,1,0,0,0,0,9,Medium Spread
498,12/24/17,2017,16,6,1:00 PM,0,0,KC,29,13,MIA,KC,-11,43.5,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024,0,23,15,0,,16,42,1,0,0,1,1,16,High Spread
499,12/24/17,2017,16,6,1:00 PM,0,0,NE,37,16,BUF,NE,-11,47.5,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289,0,35,7,0,,21,53,1,0,1,1,1,22,High Spread
500,12/24/17,2017,16,6,1:00 PM,0,0,NO,23,13,ATL,NO,-5.5,52,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3,0,72,0,1,,10,36,1,0,0,1,1,23,Medium Spread
501,12/24/17,2017,16,6,1:00 PM,0,0,NYJ,7,14,LAC,LAC,-7.5,42.5,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3,0,40,6,0,,-7,21,0,1,0,0,1,17,Medium Spread
502,12/24/17,2017,16,6,4:00 PM,0,0,SF,44,33,JAX,JAX,-4,43,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17,0,52,0,0,,11,77,0,1,1,1,1,15,Medium Spread
503,12/24/17,2017,16,6,1:00 PM,0,0,TEN,23,27,LAR,LAR,-5.5,46,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430,0,39,11,0,,-4,50,0,1,1,0,1,18,Medium Spread
504,12/24/17,2017,16,6,1:00 PM,0,0,WAS,27,11,DEN,WAS,-3,39.5,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265,0,43,7,0,,16,38,1,0,0,1,1,33,Low Spread
505,12/25/17,2017,16,0,4:30 PM,0,0,HOU,6,34,PIT,PIT,-8,45.5,NRG Stadium,"Houston, Texas","71,500",29.684722,-95.410833,43,0,72,0,1,,-28,40,0,1,0,0,0,28,High Spread
506,12/25/17,2017,16,0,8:30 PM,1,0,PHI,19,10,LVR,PHI,-10,46,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30,0,29,15,0,,9,29,1,0,0,1,0,26,High Spread
507,12/31/17,2017,17,6,4:30 PM,0,0,ATL,22,10,CAR,ATL,-5,44.5,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050,0,72,0,1,,12,32,1,0,0,1,1,2,Medium Spread
508,12/31/17,2017,17,6,4:30 PM,0,0,BAL,27,31,CIN,BAL,-8,40,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50,0,19,12,0,,-4,58,1,0,1,0,0,3,High Spread
509,12/31/17,2017,17,6,4:30 PM,0,0,DEN,24,27,KC,DEN,-3,37.5,Empower Field at Mile High,"Denver, Colorado","76,125",39.743889,-105.02,5280,0,17,4,0,,-3,51,1,0,1,0,0,10,Low Spread
510,12/31/17,2017,17,6,1:00 PM,0,0,DET,35,11,GB,DET,-7.5,44.5,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581,0,72,0,1,,24,46,1,0,1,1,1,11,Medium Spread
511,12/31/17,2017,17,6,1:00 PM,0,0,IND,22,13,HOU,IND,-5.5,41.5,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717,0,72,0,1,,9,35,1,0,0,1,1,14,Medium Spread
512,12/31/17,2017,17,6,4:30 PM,0,0,LAC,30,10,LVR,LAC,-7,43,Dignity Health Sports Park,"Carson, California","27,000",33.864,-118.261,10,0,62,2,0,,20,40,1,0,0,1,1,17,Medium Spread
513,12/31/17,2017,17,6,4:30 PM,0,0,LAR,13,34,SF,SF,-6,44.5,Los Angeles Memorial Coliseum,"Los Angeles, California","93,605",34.014167,-118.287778,185,0,67,3,0,,-21,47,0,1,1,0,0,30,Medium Spread
514,12/31/17,2017,17,6,4:30 PM,0,0,MIA,16,22,BUF,BUF,-2.5,41.5,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7,0,71,9,0,,-6,38,0,1,0,0,0,4,Low Spread
515,12/31/17,2017,17,6,1:00 PM,0,0,MIN,23,10,CHI,MIN,-13.5,38.5,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840,0,72,0,1,,13,33,1,0,0,1,0,21,High Spread
516,12/31/17,2017,17,6,1:00 PM,0,0,NE,26,6,NYJ,NE,-17,43.5,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289,0,13,14,0,,20,32,1,0,0,1,1,22,High Spread
517,12/31/17,2017,17,6,1:00 PM,0,0,NYG,18,10,WAS,WAS,-4.5,41,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3,0,16,16,0,,8,28,0,1,0,1,1,33,Medium Spread
518,12/31/17,2017,17,6,1:00 PM,0,0,PHI,0,6,DAL,DAL,-3.5,41,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30,0,19,17,0,,-6,6,0,1,0,0,0,9,Medium Spread
519,12/31/17,2017,17,6,1:00 PM,0,0,PIT,28,24,CLE,PIT,-5,38.5,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730,0,11,3,0,,4,52,1,0,1,1,0,28,Medium Spread
520,12/31/17,2017,17,6,4:30 PM,0,0,SEA,24,26,ARI,SEA,-8,38,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20,0,40,7,0,,-2,50,1,0,1,0,0,29,High Spread
521,12/31/17,2017,17,6,4:30 PM,0,0,TB,31,24,NO,NO,-6,49,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35,0,71,3,0,,7,55,0,1,1,1,1,23,Medium Spread
522,12/31/17,2017,17,6,4:30 PM,0,0,TEN,15,10,JAX,TEN,-2.5,40,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430,0,23,5,0,,5,25,1,0,0,1,1,32,Low Spread
523,1/6/18,2017,19,5,4:30 PM,0,1,KC,21,22,TEN,KC,-8.5,44,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024,0,33,10,0,,-1,43,1,0,0,0,0,16,High Spread
524,1/6/18,2017,19,5,8:30 PM,1,1,LAR,13,26,ATL,LAR,-6.5,48,Los Angeles Memorial Coliseum,"Los Angeles, California","93,605",34.014167,-118.287778,185,0,62,3,0,,-13,39,1,0,0,0,0,18,Medium Spread
525,1/7/18,2017,19,6,1:00 PM,0,1,JAX,10,3,BUF,JAX,-8,39.5,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10,0,53,18,0,,7,13,1,0,0,1,0,15,High Spread
526,1/7/18,2017,19,6,4:30 PM,0,1,NO,31,26,CAR,NO,-6.5,47.5,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3,0,72,0,1,,5,57,1,0,1,1,0,23,Medium Spread
527,1/13/18,2017,20,5,8:30 PM,1,1,NE,35,14,TEN,NE,-13.5,48.5,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289,0,24,12,0,,21,49,1,0,1,1,1,22,High Spread
528,1/13/18,2017,20,5,4:30 PM,0,1,PHI,15,10,ATL,ATL,-2.5,40,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30,0,32,16,0,,5,25,0,1,0,1,1,2,Low Spread
529,1/14/18,2017,20,6,4:30 PM,0,1,MIN,29,24,NO,MIN,-5.5,46.5,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840,0,72,0,1,,5,53,1,0,1,1,0,21,Medium Spread
530,1/14/18,2017,20,6,1:00 PM,0,1,PIT,42,45,JAX,PIT,-7,40.5,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730,0,18,2,0,,-3,87,1,0,1,0,0,28,Medium Spread
531,1/21/18,2017,21,6,3:00 PM,0,1,NE,24,20,JAX,NE,-7.5,46,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289,0,48,2,0,,4,44,1,0,0,1,0,22,Medium Spread
532,1/21/18,2017,21,6,6:30 PM,1,1,PHI,38,7,MIN,MIN,-3,39,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30,0,46,1,0,,31,45,0,1,1,1,1,21,Low Spread
533,2/4/18,2017,22,6,6:30 PM,1,1,NE,33,41,PHI,NE,-4.5,48.5,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840,1,72,0,1,,-8,74,1,0,1,0,0,22,Medium Spread
534,9/6/18,2018,1,3,8:30 PM,1,0,PHI,18,12,ATL,PHI,-1,44.5,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30,0,81,8,0,rain,6,30,1,0,0,1,1,26,Low Spread
535,9/9/18,2018,1,6,4:30 PM,0,0,ARI,6,24,WAS,ARI,-2,43.5,State Farm Stadium,"Glendale, Arizona","63,400",33.528,-112.263,1068,0,72,0,1,,-18,30,1,0,0,0,0,1,Low Spread
536,9/9/18,2018,1,6,1:00 PM,0,0,BAL,47,3,BUF,BAL,-7.5,39,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50,0,61,12,0,rain,44,50,1,0,1,1,1,3,Medium Spread
537,9/9/18,2018,1,6,4:30 PM,0,0,CAR,16,8,DAL,CAR,-2.5,42.5,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751,0,81,9,0,rain,8,24,1,0,0,1,1,5,Low Spread
538,9/9/18,2018,1,6,1:00 PM,0,0,CLE,21,21,PIT,PIT,-3.5,41,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584,0,58,11,0,rain,0,42,0,1,1,0,1,28,Medium Spread
539,9/9/18,2018,1,6,4:30 PM,0,0,DEN,27,24,SEA,DEN,-3,42.5,Empower Field at Mile High,"Denver, Colorado","76,125",39.743889,-105.02,5280,0,84,5,0,,3,51,1,0,1,1,2,10,Low Spread
540,9/9/18,2018,1,6,8:30 PM,1,0,GB,24,23,CHI,GB,-6.5,45,Lambeau Field,"Green Bay, Wisconsin","80,735",44.501389,-88.062222,640,0,62,10,0,,1,47,1,0,1,1,0,12,Medium Spread
541,9/9/18,2018,1,6,1:00 PM,0,0,IND,23,34,CIN,CIN,-1,47.5,Lucas Oil Stadium,"Indianapolis, Indiana","63,000",39.760056,-86.162806,717,0,72,0,1,,-11,57,0,1,1,0,0,7,Low Spread
542,9/9/18,2018,1,6,4:00 PM,0,0,LAC,28,38,KC,LAC,-3.5,48,Dignity Health Sports Park,"Carson, California","27,000",33.864,-118.261,10,0,84,8,0,,-10,66,1,0,1,0,0,17,Medium Spread
543,9/9/18,2018,1,6,1:00 PM,0,0,MIA,27,20,TEN,TEN,-1,43.5,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7,0,89,7,0,rain,7,47,0,1,1,1,1,32,Low Spread
544,9/9/18,2018,1,6,1:00 PM,0,0,MIN,24,16,SF,MIN,-6,46.5,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840,0,72,0,1,,8,40,1,0,0,1,1,21,Medium Spread
545,9/9/18,2018,1,6,1:00 PM,0,0,NE,27,20,HOU,NE,-6,49.5,Gillette Stadium,"Foxboro, Massachusetts","68,756",42.091,-71.264,289,0,62,10,0,,7,47,1,0,0,1,1,22,Medium Spread
546,9/9/18,2018,1,6,1:00 PM,0,0,NO,40,48,TB,NO,-10,50,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3,0,72,0,1,,-8,88,1,0,1,0,0,23,High Spread
547,9/9/18,2018,1,6,1:00 PM,0,0,NYG,15,20,JAX,JAX,-2.5,43,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3,0,59,7,0,rain,-5,35,0,1,0,0,0,15,Low Spread
548,9/10/18,2018,1,0,7:00 PM,1,0,DET,17,48,NYJ,DET,-7,44,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581,0,72,0,1,,-31,65,1,0,1,0,0,11,Medium Spread
549,9/10/18,2018,1,0,10:30 PM,1,0,LVR,13,33,LAR,LAR,-6.5,47.5,Oakland Coliseum,"Oakland, California","53,250",37.751667,-122.200556,21,0,69,10,0,,-20,46,0,1,0,0,0,18,Medium Spread
550,9/13/18,2018,2,3,8:30 PM,1,0,CIN,34,23,BAL,CIN,-1,43,Paycor Stadium,"Cincinatti, Ohio","65,515",39.1,-84.51667,482,0,82,3,0,,11,57,1,0,1,1,1,7,Low Spread
551,9/16/18,2018,2,6,1:00 PM,0,0,ATL,31,24,CAR,ATL,-5.5,44,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050,0,72,0,1,,7,55,1,0,1,1,1,2,Medium Spread
552,9/16/18,2018,2,6,1:00 PM,0,0,BUF,20,31,LAC,LAC,-7.5,41.5,New Era Field,"Orchard Park, New York","73,967",42.889,-78.8901,178,0,83,6,0,,-11,51,0,1,1,0,0,17,Medium Spread
553,9/16/18,2018,2,6,8:30 PM,1,0,DAL,20,13,NYG,DAL,-3,42,AT&T Stadium,"Arlington, Texas","80,000",32.747778,-97.092778,607,0,72,0,1,,7,33,1,0,0,1,1,9,Low Spread
554,9/16/18,2018,2,6,4:30 PM,0,0,DEN,20,19,LVR,DEN,-5.5,44,Empower Field at Mile High,"Denver, Colorado","76,125",39.743889,-105.02,5280,0,92,4,0,,1,39,1,0,0,1,0,10,Medium Spread
555,9/16/18,2018,2,6,1:00 PM,0,0,GB,29,29,MIN,MIN,-2,45,Lambeau Field,"Green Bay, Wisconsin","80,735",44.501389,-88.062222,640,0,80,5,0,,0,58,0,1,1,0,1,21,Low Spread
556,9/16/18,2018,2,6,4:30 PM,0,0,JAX,31,20,NE,NE,-2,44.5,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10,0,97,15,0,rain,11,51,0,1,1,1,1,22,Low Spread
557,9/16/18,2018,2,6,4:00 PM,0,0,LAR,34,0,ARI,LAR,-13.5,43.5,Los Angeles Memorial Coliseum,"Los Angeles, California","93,605",34.014167,-118.287778,185,0,86,2,0,,34,34,1,0,0,1,1,18,High Spread
558,9/16/18,2018,2,6,1:00 PM,0,0,NO,21,18,CLE,NO,-10,51,Caesars Superdome,"New Orleans, Louisiana","76,468",29.9511,-90.08197,3,0,72,0,1,,3,39,1,0,0,1,0,23,High Spread
559,9/16/18,2018,2,6,1:00 PM,0,0,NYJ,12,20,MIA,NYJ,-3,43,MetLife Stadium,"East Rutherford, New Jersey","82,500",40.813528,-74.074361,3,0,80,4,0,,-8,32,1,0,0,0,0,25,Low Spread
560,9/16/18,2018,2,6,1:00 PM,0,0,PIT,37,42,KC,PIT,-4.5,52,Acrisure Stadium,"Pittsburgh, Pennsylvania","65,500",40.4846,-80.2144,730,0,80,10,0,,-5,79,1,0,1,0,0,28,Medium Spread
561,9/16/18,2018,2,6,4:00 PM,0,0,SF,30,27,DET,SF,-6,48.5,Levi's Stadium,"Santa Clara, California","68,500",37.403,-121.97,17,0,73,12,0,,3,57,1,0,1,1,0,30,Medium Spread
562,9/16/18,2018,2,6,1:00 PM,0,0,TB,27,21,PHI,PHI,-3,46.5,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35,0,91,9,0,,6,48,0,1,1,1,1,26,Low Spread
563,9/16/18,2018,2,6,1:00 PM,0,0,TEN,20,17,HOU,HOU,-3.5,41,Nissan Stadium,"Nashville, Tennessee","69,143",36.166389,-86.771389,430,0,81,12,0,,3,37,0,1,0,1,1,13,Medium Spread
564,9/16/18,2018,2,6,1:00 PM,0,0,WAS,9,21,IND,WAS,-6,48,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265,0,71,5,0,,-12,30,1,0,0,0,0,33,Medium Spread
565,9/17/18,2018,2,0,8:30 PM,1,0,CHI,24,17,SEA,CHI,-4.5,42.5,Soldier Field,"Chicago, Illinois","61,500",41.8623,-87.6167,594,0,79,2,0,,7,41,1,0,0,1,1,6,Medium Spread
566,9/20/18,2018,3,3,8:30 PM,1,0,CLE,21,17,NYJ,CLE,-3,41,FirstEnergy Stadium,"Cleveland, Ohio","68,000",41.506111,-81.699444,584,0,83,11,0,,4,38,1,0,0,1,1,8,Low Spread
567,9/23/18,2018,3,6,4:30 PM,0,0,ARI,14,16,CHI,CHI,-5.5,39,State Farm Stadium,"Glendale, Arizona","63,400",33.528,-112.263,1068,0,72,0,1,,-2,30,0,1,0,0,1,6,Medium Spread
568,9/23/18,2018,3,6,1:00 PM,0,0,ATL,37,43,NO,ATL,-1.5,54,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050,0,72,0,1,,-6,80,1,0,1,0,0,2,Low Spread
569,9/23/18,2018,3,6,1:00 PM,0,0,BAL,27,14,DEN,BAL,-5.5,46,M&T Bank Stadium,"Baltimore, Maryland","71,008",39.278056,-76.622778,50,0,61,5,0,rain,13,41,1,0,0,1,1,3,Medium Spread
570,9/23/18,2018,3,6,1:00 PM,0,0,CAR,31,21,CIN,CAR,-2.5,44,Bank of America Stadium,"Charlotte, North Carolina","73,778",35.225833,-80.852778,751,0,80,3,0,,10,52,1,0,1,1,1,5,Low Spread
571,9/23/18,2018,3,6,8:30 PM,1,0,DET,26,10,NE,NE,-7,55,Ford Field,"Detroit, Michigan","65,000",42.34,-83.045556,581,0,72,0,1,,16,36,0,1,0,1,1,22,Medium Spread
572,9/23/18,2018,3,6,1:00 PM,0,0,HOU,22,27,NYG,HOU,-6.5,44,NRG Stadium,"Houston, Texas","71,500",29.684722,-95.410833,43,0,72,0,1,,-5,49,1,0,1,0,0,13,Medium Spread
573,9/23/18,2018,3,6,1:00 PM,0,0,JAX,6,9,TEN,JAX,-10,39,EverBank Field,"Jacksonville, Florida","67,264",30.23333,-81.66667,10,0,89,10,0,,-3,15,1,0,0,0,0,15,High Spread
574,9/23/18,2018,3,6,1:00 PM,0,0,KC,38,27,SF,KC,-5.5,53,Arrowhead Stadium,"Kansas City, Missouri","76,416",39.048889,-94.483889,1024,0,70,4,0,,11,65,1,0,1,1,1,16,Medium Spread
575,9/23/18,2018,3,6,4:00 PM,0,0,LAR,35,23,LAC,LAR,-7.5,49,Los Angeles Memorial Coliseum,"Los Angeles, California","93,605",34.014167,-118.287778,185,0,80,5,0,,12,58,1,0,1,1,1,18,Medium Spread
576,9/23/18,2018,3,6,1:00 PM,0,0,MIA,28,20,LVR,MIA,-3,46,Hard Rock Stadium,"Miami Gardens, Florida","65,326",25.958056,-80.238889,7,0,90,7,0,,8,48,1,0,1,1,1,20,Low Spread
577,9/23/18,2018,3,6,1:00 PM,0,0,MIN,6,27,BUF,MIN,-16.5,41,U.S. Bank Stadium,"Minneapolis, Minnesota","66,200",44.973889,-93.258056,840,0,72,0,1,,-21,33,1,0,0,0,0,21,High Spread
578,9/23/18,2018,3,6,1:00 PM,0,0,PHI,20,16,IND,PHI,-6.5,45.5,Lincoln Financial Field,"Philadelphia, Pennsylvania","69,176",39.900833,-75.1675,30,0,61,5,0,rain,4,36,1,0,0,1,0,26,Medium Spread
579,9/23/18,2018,3,6,4:30 PM,0,0,SEA,24,13,DAL,SEA,-1,40,Lumen Field,"Seattle, Washington","67,000",47.6523,-122.4095,20,0,61,4,0,,11,37,1,0,0,1,1,29,Low Spread
580,9/23/18,2018,3,6,1:00 PM,0,0,WAS,31,17,GB,GB,-2.5,45.5,FedEx Field,"Landover, Maryland","79,000",38.907778,-76.864444,265,0,62,6,0,rain,14,48,0,1,1,1,1,12,Low Spread
581,9/24/18,2018,3,0,8:30 PM,1,0,TB,27,30,PIT,PIT,-1,55,Raymond James Stadium,"Tampa, Florida","65,890",27.975833,-82.503333,35,0,77,5,0,,-3,57,0,1,1,0,0,28,Low Spread
582,9/27/18,2018,4,3,8:30 PM,1,0,LAR,38,31,MIN,LAR,-7.5,48.5,Los Angeles Memorial Coliseum,"Los Angeles, California","93,605",34.014167,-118.287778,185,0,75,3,0,,7,69,1,0,1,1,0,18,Medium Spread
583,9/30/18,2018,4,6,4:00 PM,0,0,ARI,17,20,SEA,SEA,-3.5,40,State Farm Stadium,"Glendale, Arizona","63,400",33.528,-112.263,1068,0,72,0,1,,-3,37,0,1,0,0,1,29,Medium Spread
584,9/30/18,2018,4,6,1:00 PM,0,0,ATL,36,37,CIN,ATL,-3.5,52.5,Mercedes-Benz Stadium,"Atlanta, Georgia",71000,33.755556,-84.4,1050,0,72,0,1,,-1,73,1,0,1,0,0,2,Medium Spread
