,season,week,primetime,playoff_game,score_home,score_away,point_spread,total_line,stadium_neutral,weather_temp,wind_mph,indoor,point_differential,total_points_scored,favorite,result,cover_result,total_result,winner_id,loser_id,cover_map,clusters,cluster
493,2017,16,0,0,23,0,-3.0,39.0,0,72,0,1,23,23,1,1,1,0,1,24,1,1,purple
494,2017,16,0,0,22,19,-10.0,46.5,0,55,6,0,3,41,1,1,0,0,5,30,30,0,pink
495,2017,16,0,0,20,3,-5.5,37.0,0,24,8,0,17,23,1,1,1,0,6,8,6,0,pink
496,2017,16,0,0,26,17,-3.5,43.5,0,35,2,0,9,43,0,1,1,0,7,11,7,0,pink
497,2017,16,0,0,12,21,-4.5,47.0,0,72,0,1,-9,33,1,0,0,0,28,9,28,1,purple
498,2017,16,0,0,29,13,-11.0,43.5,0,23,15,0,16,42,1,1,1,0,16,20,16,0,pink
499,2017,16,0,0,37,16,-11.0,47.5,0,35,7,0,21,53,1,1,1,1,22,4,22,0,pink
500,2017,16,0,0,23,13,-5.5,52.0,0,72,0,1,10,36,1,1,1,0,23,2,23,1,purple
501,2017,16,0,0,7,14,-7.5,42.5,0,40,6,0,-7,21,0,0,1,0,17,25,25,0,pink
502,2017,16,0,0,44,33,-4.0,43.0,0,52,0,0,11,77,0,1,1,1,29,15,29,2,blue
503,2017,16,0,0,23,27,-5.5,46.0,0,39,11,0,-4,50,0,0,1,1,18,31,31,0,pink
504,2017,16,0,0,27,11,-3.0,39.5,0,43,7,0,16,38,1,1,1,0,32,10,32,0,pink
505,2017,16,0,0,6,34,-8.0,45.5,0,72,0,1,-28,40,0,0,0,0,27,13,27,1,purple
506,2017,16,1,0,19,10,-10.0,46.0,0,29,15,0,9,29,1,1,0,0,26,19,19,0,pink
507,2017,17,0,0,22,10,-5.0,44.5,0,72,0,1,12,32,1,1,1,0,2,5,2,1,purple
508,2017,17,0,0,27,31,-8.0,40.0,0,19,12,0,-4,58,1,0,0,1,7,3,7,0,pink
509,2017,17,0,0,24,27,-3.0,37.5,0,17,4,0,-3,51,1,0,0,1,16,10,16,0,pink
510,2017,17,0,0,35,11,-7.5,44.5,0,72,0,1,24,46,1,1,1,1,11,12,11,2,blue
511,2017,17,0,0,22,13,-5.5,41.5,0,72,0,1,9,35,1,1,1,0,14,13,14,1,purple
512,2017,17,0,0,30,10,-7.0,43.0,0,62,2,0,20,40,1,1,1,0,17,19,17,2,blue
513,2017,17,0,0,13,34,-6.0,44.5,0,67,3,0,-21,47,0,0,0,1,29,18,29,1,purple
514,2017,17,0,0,16,22,-2.5,41.5,0,71,9,0,-6,38,0,0,0,0,4,20,4,1,purple
515,2017,17,0,0,23,10,-13.5,38.5,0,72,0,1,13,33,1,1,0,0,21,6,6,1,purple
516,2017,17,0,0,26,6,-17.0,43.5,0,13,14,0,20,32,1,1,1,0,22,25,22,0,pink
517,2017,17,0,0,18,10,-4.5,41.0,0,16,16,0,8,28,0,1,1,0,24,32,24,0,pink
518,2017,17,0,0,0,6,-3.5,41.0,0,19,17,0,-6,6,0,0,0,0,9,26,9,0,pink
519,2017,17,0,0,28,24,-5.0,38.5,0,11,3,0,4,52,1,1,0,1,27,8,8,0,pink
520,2017,17,0,0,24,26,-8.0,38.0,0,40,7,0,-2,50,1,0,0,1,1,28,1,0,pink
521,2017,17,0,0,31,24,-6.0,49.0,0,71,3,0,7,55,0,1,1,1,30,23,30,2,blue
522,2017,17,0,0,15,10,-2.5,40.0,0,23,5,0,5,25,1,1,1,0,31,15,31,0,pink
523,2017,19,0,1,21,22,-8.5,44.0,0,33,10,0,-1,43,1,0,0,0,31,16,31,0,pink
524,2017,19,1,1,13,26,-6.5,48.0,0,62,3,0,-13,39,1,0,0,0,2,18,2,1,purple
525,2017,19,0,1,10,3,-8.0,39.5,0,53,18,0,7,13,1,1,0,0,15,4,4,0,pink
526,2017,19,0,1,31,26,-6.5,47.5,0,72,0,1,5,57,1,1,0,1,23,5,5,2,blue
527,2017,20,1,1,35,14,-13.5,48.5,0,24,12,0,21,49,1,1,1,1,22,31,22,0,pink
528,2017,20,0,1,15,10,-2.5,40.0,0,32,16,0,5,25,0,1,1,0,26,2,26,0,pink
529,2017,20,0,1,29,24,-5.5,46.5,0,72,0,1,5,53,1,1,0,1,21,23,23,2,blue
530,2017,20,0,1,42,45,-7.0,40.5,0,18,2,0,-3,87,1,0,0,1,15,27,15,0,pink
531,2017,21,0,1,24,20,-7.5,46.0,0,48,2,0,4,44,1,1,0,0,22,15,15,0,pink
532,2017,21,1,1,38,7,-3.0,39.0,0,46,1,0,31,45,0,1,1,1,26,21,26,0,pink
533,2017,22,1,1,33,41,-4.5,48.5,1,72,0,1,-8,74,1,0,0,1,26,22,26,2,blue
534,2018,1,1,0,18,12,-1.0,44.5,0,81,8,0,6,30,1,1,1,0,26,2,26,1,purple
535,2018,1,0,0,6,24,-2.0,43.5,0,72,0,1,-18,30,1,0,0,0,32,1,32,1,purple
536,2018,1,0,0,47,3,-7.5,39.0,0,61,12,0,44,50,1,1,1,1,3,4,3,2,blue
537,2018,1,0,0,16,8,-2.5,42.5,0,81,9,0,8,24,1,1,1,0,5,9,5,1,purple
538,2018,1,0,0,21,21,-3.5,41.0,0,58,11,0,0,42,0,0,1,1,0,0,8,1,purple
539,2018,1,0,0,27,24,-3.0,42.5,0,84,5,0,3,51,1,1,2,1,10,28,0,2,blue
540,2018,1,1,0,24,23,-6.5,45.0,0,62,10,0,1,47,1,1,0,1,12,6,6,1,purple
541,2018,1,0,0,23,34,-1.0,47.5,0,72,0,1,-11,57,0,0,0,1,7,14,7,1,purple
542,2018,1,0,0,28,38,-3.5,48.0,0,84,8,0,-10,66,1,0,0,1,16,17,16,2,blue
543,2018,1,0,0,27,20,-1.0,43.5,0,89,7,0,7,47,0,1,1,1,20,31,20,2,blue
544,2018,1,0,0,24,16,-6.0,46.5,0,72,0,1,8,40,1,1,1,0,21,29,21,1,purple
545,2018,1,0,0,27,20,-6.0,49.5,0,62,10,0,7,47,1,1,1,0,22,13,22,2,blue
546,2018,1,0,0,40,48,-10.0,50.0,0,72,0,1,-8,88,1,0,0,1,30,23,30,2,blue
547,2018,1,0,0,15,20,-2.5,43.0,0,59,7,0,-5,35,0,0,0,0,15,24,15,1,purple
548,2018,1,1,0,17,48,-7.0,44.0,0,72,0,1,-31,65,1,0,0,1,25,11,25,1,purple
549,2018,1,1,0,13,33,-6.5,47.5,0,69,10,0,-20,46,0,0,0,0,18,19,18,1,purple
550,2018,2,1,0,34,23,-1.0,43.0,0,82,3,0,11,57,1,1,1,1,7,3,7,2,blue
551,2018,2,0,0,31,24,-5.5,44.0,0,72,0,1,7,55,1,1,1,1,2,5,2,2,blue
552,2018,2,0,0,20,31,-7.5,41.5,0,83,6,0,-11,51,0,0,0,1,17,4,17,1,purple
553,2018,2,1,0,20,13,-3.0,42.0,0,72,0,1,7,33,1,1,1,0,9,24,9,1,purple
554,2018,2,0,0,20,19,-5.5,44.0,0,92,4,0,1,39,1,1,0,0,10,19,19,1,purple
555,2018,2,0,0,29,29,-2.0,45.0,0,80,5,0,0,58,0,0,1,1,0,0,12,2,blue
556,2018,2,0,0,31,20,-2.0,44.5,0,97,15,0,11,51,0,1,1,1,15,22,15,2,blue
557,2018,2,0,0,34,0,-13.5,43.5,0,86,2,0,34,34,1,1,1,0,18,1,18,2,blue
558,2018,2,0,0,21,18,-10.0,51.0,0,72,0,1,3,39,1,1,0,0,23,8,8,1,purple
559,2018,2,0,0,12,20,-3.0,43.0,0,80,4,0,-8,32,1,0,0,0,20,25,20,1,purple
560,2018,2,0,0,37,42,-4.5,52.0,0,80,10,0,-5,79,1,0,0,1,16,27,16,2,blue
561,2018,2,0,0,30,27,-6.0,48.5,0,73,12,0,3,57,1,1,0,1,29,11,11,2,blue
562,2018,2,0,0,27,21,-3.0,46.5,0,91,9,0,6,48,0,1,1,1,30,26,30,2,blue
563,2018,2,0,0,20,17,-3.5,41.0,0,81,12,0,3,37,0,1,1,0,31,13,31,1,purple
564,2018,2,0,0,9,21,-6.0,48.0,0,71,5,0,-12,30,1,0,0,0,14,32,14,1,purple
565,2018,2,1,0,24,17,-4.5,42.5,0,79,2,0,7,41,1,1,1,0,6,28,6,1,purple
566,2018,3,1,0,21,17,-3.0,41.0,0,83,11,0,4,38,1,1,1,0,8,25,8,1,purple
567,2018,3,0,0,14,16,-5.5,39.0,0,72,0,1,-2,30,0,0,1,0,6,1,1,1,purple
568,2018,3,0,0,37,43,-1.5,54.0,0,72,0,1,-6,80,1,0,0,1,23,2,23,2,blue
569,2018,3,0,0,27,14,-5.5,46.0,0,61,5,0,13,41,1,1,1,0,3,10,3,2,blue
570,2018,3,0,0,31,21,-2.5,44.0,0,80,3,0,10,52,1,1,1,1,5,7,5,2,blue
571,2018,3,1,0,26,10,-7.0,55.0,0,72,0,1,16,36,0,1,1,0,11,22,11,2,blue
572,2018,3,0,0,22,27,-6.5,44.0,0,72,0,1,-5,49,1,0,0,1,24,13,24,1,purple
573,2018,3,0,0,6,9,-10.0,39.0,0,89,10,0,-3,15,1,0,0,0,31,15,31,1,purple
574,2018,3,0,0,38,27,-5.5,53.0,0,70,4,0,11,65,1,1,1,1,16,29,16,2,blue
575,2018,3,0,0,35,23,-7.5,49.0,0,80,5,0,12,58,1,1,1,1,18,17,18,2,blue
576,2018,3,0,0,28,20,-3.0,46.0,0,90,7,0,8,48,1,1,1,1,20,19,20,2,blue
577,2018,3,0,0,6,27,-16.5,41.0,0,72,0,1,-21,33,1,0,0,0,4,21,4,1,purple
578,2018,3,0,0,20,16,-6.5,45.5,0,61,5,0,4,36,1,1,0,0,26,14,14,1,purple
579,2018,3,0,0,24,13,-1.0,40.0,0,61,4,0,11,37,1,1,1,0,28,9,28,0,pink
580,2018,3,0,0,31,17,-2.5,45.5,0,62,6,0,14,48,0,1,1,1,32,12,32,2,blue
581,2018,3,1,0,27,30,-1.0,55.0,0,77,5,0,-3,57,0,0,0,1,27,30,27,2,blue
582,2018,4,1,0,38,31,-7.5,48.5,0,75,3,0,7,69,1,1,0,1,18,21,21,2,blue
583,2018,4,0,0,17,20,-3.5,40.0,0,72,0,1,-3,37,0,0,1,0,28,1,1,1,purple
584,2018,4,0,0,36,37,-3.5,52.5,0,72,0,1,-1,73,1,0,0,1,7,2,7,2,blue
585,2018,4,0,0,48,10,-3.0,46.0,0,66,5,0,38,58,1,1,1,1,6,30,6,2,blue
586,2018,4,0,0,26,24,-2.5,43.5,0,72,0,1,2,50,1,1,0,1,9,11,11,2,blue
587,2018,4,0,0,22,0,-8.5,43.5,0,49,9,0,22,22,1,1,1,0,12,4,12,0,pink
588,2018,4,0,0,34,37,-1.0,48.0,0,72,0,1,-3,71,1,0,0,1,13,14,13,2,blue
589,2018,4,0,0,31,12,-7.5,40.5,0,86,10,0,19,43,1,1,1,1,15,25,15,2,blue
590,2018,4,0,0,29,27,-10.5,46.0,0,78,9,0,2,56,1,1,0,1,17,29,29,2,blue
591,2018,4,0,0,38,7,-6.5,50.5,0,65,6,0,31,45,1,1,1,0,22,20,22,2,blue
592,2018,4,0,0,18,33,-3.5,51.5,0,71,7,0,-15,51,0,0,0,0,23,24,23,1,purple
593,2018,4,0,0,45,42,-2.5,44.5,0,71,8,0,3,87,1,1,1,1,19,8,19,2,blue
594,2018,4,1,0,14,26,-3.0,51.0,0,69,2,0,-12,40,1,0,0,0,3,27,3,1,purple
595,2018,4,0,0,26,23,-3.0,41.5,0,80,4,0,3,49,0,1,1,1,31,26,31,2,blue
596,2018,4,1,0,23,27,-3.5,53.5,0,65,5,0,-4,50,0,0,0,0,16,10,16,1,purple
597,2018,5,1,0,38,24,-10.5,49.5,0,66,6,0,14,62,1,1,1,1,22,14,22,2,blue
598,2018,5,0,0,13,12,-6.0,38.5,0,62,8,0,1,25,0,1,1,0,4,31,4,1,purple
599,2018,5,0,0,33,31,-7.0,43.5,0,80,3,0,2,64,1,1,0,1,5,24,24,2,blue
600,2018,5,0,0,27,17,-6.5,47.5,0,87,4,0,10,44,1,1,1,0,7,20,7,2,blue
601,2018,5,0,0,12,9,-3.0,44.5,0,72,5,0,3,21,0,1,1,0,8,3,8,1,purple
602,2018,5,0,0,31,23,-1.0,50.0,0,72,0,1,8,54,0,1,1,1,11,12,11,2,blue
603,2018,5,1,0,19,16,-3.5,45.5,0,72,0,1,3,35,1,1,0,0,13,9,9,1,purple
604,2018,5,0,0,30,14,-3.0,48.0,0,58,5,0,16,44,1,1,1,0,16,15,16,2,blue
605,2018,5,0,0,26,10,-5.0,52.0,0,75,10,0,16,36,1,1,1,0,17,19,17,2,blue
606,2018,5,0,0,34,16,-1.0,43.0,0,77,7,0,18,50,1,1,1,1,25,10,25,2,blue
607,2018,5,0,0,21,23,-3.5,48.0,0,79,6,0,-2,44,1,0,0,0,21,26,21,1,purple
608,2018,5,0,0,41,17,-3.5,57.0,0,83,5,0,24,58,1,1,1,1,27,2,27,2,blue
609,2018,5,0,0,18,28,-3.0,40.5,0,79,15,0,-10,46,1,0,0,1,1,29,1,1,purple
610,2018,5,0,0,31,33,-7.5,50.5,0,53,5,0,-2,64,0,0,1,1,18,28,28,2,blue
611,2018,5,1,0,43,19,-5.5,51.5,0,72,0,1,24,62,1,1,1,1,23,32,23,2,blue
612,2018,6,1,0,13,34,-1.5,45.0,0,70,3,0,-21,47,0,0,0,1,26,24,26,1,purple
613,2018,6,0,0,34,29,-3.0,57.0,0,72,0,1,5,63,1,1,1,1,2,30,2,2,blue
614,2018,6,0,0,21,28,-1.5,49.5,0,51,6,0,-7,49,1,0,0,0,27,7,27,0,pink
615,2018,6,0,0,14,38,-1.0,47.0,0,57,12,0,-24,52,1,0,0,1,17,8,17,1,purple
616,2018,6,0,0,40,7,-3.0,39.0,0,72,0,1,33,47,0,1,1,1,9,15,9,2,blue
617,2018,6,0,0,20,23,-7.0,50.0,0,25,6,0,-3,43,0,0,1,0,18,10,10,0,pink
618,2018,6,0,0,20,13,-10.5,40.5,0,72,0,1,7,33,1,1,0,0,13,4,4,1,purple
619,2018,6,0,0,31,28,-7.5,40.5,0,89,8,0,3,59,0,1,1,1,20,6,20,2,blue
620,2018,6,0,0,27,17,-10.0,43.5,0,72,0,1,10,44,1,1,2,1,21,1,0,2,blue
621,2018,6,1,0,43,40,-3.5,59.5,0,45,0,0,3,83,1,1,0,1,22,16,16,2,blue
622,2018,6,0,0,42,34,-2.5,47.5,0,60,7,0,8,76,1,1,1,1,25,14,25,2,blue
623,2018,6,0,0,3,27,-3.0,48.0,1,50,12,0,-24,30,0,0,0,0,28,19,28,1,purple
624,2018,6,0,0,0,21,-2.5,43.5,0,66,4,0,-21,21,0,0,0,0,3,31,3,1,purple
625,2018,6,0,0,23,17,-1.0,44.5,0,52,0,0,6,40,0,1,1,0,32,5,32,0,pink
626,2018,6,1,0,33,30,-9.0,46.5,0,37,5,0,3,63,1,1,0,1,12,29,29,0,pink
627,2018,7,1,0,10,45,-1.0,42.5,0,72,0,1,-35,55,0,0,0,1,10,1,10,1,purple
628,2018,7,0,0,23,24,-2.5,49.0,0,54,15,0,-1,47,1,0,0,0,23,3,23,0,pink
629,2018,7,0,0,31,38,-1.0,48.5,0,44,9,0,-7,69,0,0,0,1,22,6,22,2,blue
630,2018,7,0,0,37,5,-7.0,43.5,0,72,0,1,32,42,1,1,1,0,14,4,14,2,blue
631,2018,7,0,0,7,20,-3.5,42.5,0,68,15,0,-13,27,1,0,0,0,13,15,13,1,purple
632,2018,7,1,0,45,10,-6.5,56.0,0,59,10,0,35,55,1,1,1,0,16,7,16,2,blue
633,2018,7,0,0,20,19,-6.5,46.0,1,66,6,0,1,39,1,1,0,0,17,31,31,1,purple
634,2018,7,0,0,21,32,-3.0,47.0,0,89,8,0,-11,53,0,0,0,1,11,20,11,1,purple
635,2018,7,0,0,17,37,-3.5,45.0,0,46,16,0,-20,54,0,0,0,1,21,25,21,1,purple
636,2018,7,0,0,17,21,-5.0,45.0,0,49,19,0,-4,38,1,0,0,0,5,26,5,0,pink
637,2018,7,0,0,10,39,-8.0,52.0,0,62,5,0,-29,49,0,0,0,0,18,29,18,1,purple
638,2018,7,0,0,26,23,-3.5,52.5,0,79,7,0,3,49,1,1,0,0,30,8,8,2,blue
639,2018,7,0,0,20,17,-1.0,40.5,0,52,12,0,3,37,0,1,1,0,32,9,32,0,pink
640,2018,7,1,0,23,20,-4.0,53.0,0,72,0,1,3,43,1,1,0,0,2,24,24,1,purple
641,2018,8,1,0,42,23,-7.5,45.0,0,72,0,1,19,65,1,1,1,1,13,20,13,2,blue
642,2018,8,0,0,18,15,-2.5,40.0,0,72,0,1,3,33,1,1,1,0,1,29,1,1,purple
643,2018,8,0,0,36,21,-2.5,44.0,0,61,10,0,15,57,0,1,1,1,5,3,5,2,blue
644,2018,8,0,0,24,10,-8.5,42.5,0,48,18,0,14,34,1,1,1,0,6,25,6,0,pink
645,2018,8,0,0,37,34,-3.5,55.0,0,55,7,0,3,71,1,1,0,1,7,30,30,2,blue
646,2018,8,0,0,14,28,-3.0,48.0,0,72,0,1,-14,42,1,0,0,0,28,11,28,1,purple
647,2018,8,0,0,18,24,-3.5,44.0,1,48,12,0,-6,42,0,0,0,0,26,15,26,0,pink
648,2018,8,0,0,30,23,-8.5,53.0,0,56,12,0,7,53,1,1,0,2,16,10,10,2,blue
649,2018,8,0,0,29,27,-7.5,57.0,0,82,1,0,2,56,1,1,0,0,18,12,12,2,blue
650,2018,8,1,0,20,30,-2.5,53.5,0,72,0,1,-10,50,1,0,0,0,23,21,23,1,purple
651,2018,8,0,0,13,20,-1.0,44.0,0,51,11,0,-7,33,0,0,0,0,32,24,32,0,pink
652,2018,8,0,0,28,42,-3.5,51.0,0,69,8,0,-14,70,0,0,0,1,14,19,14,2,blue
653,2018,8,0,0,33,18,-8.5,47.5,0,47,11,0,15,51,1,1,1,1,27,8,27,0,pink
654,2018,8,1,0,6,25,-13.5,44.5,0,46,16,0,-19,31,0,0,0,0,22,4,22,1,purple
655,2018,9,1,0,34,3,-1.5,44.0,0,82,8,0,31,37,0,1,1,0,29,19,29,2,blue
656,2018,9,0,0,16,23,-1.5,46.5,0,55,6,0,-7,39,1,0,0,0,27,3,27,1,purple
657,2018,9,0,0,9,41,-10.5,38.0,0,49,12,0,-32,50,0,0,0,1,6,4,6,1,purple
658,2018,9,0,0,42,28,-6.0,55.5,0,62,8,0,14,70,1,1,1,1,5,30,5,2,blue
659,2018,9,0,0,21,37,-7.5,51.5,0,53,16,0,-16,58,0,0,0,1,16,8,16,1,purple
660,2018,9,0,0,17,19,-1.0,46.5,0,53,3,0,-2,36,1,0,0,0,13,10,13,0,pink
661,2018,9,0,0,13,6,-3.0,43.0,0,87,16,0,7,19,1,1,1,0,20,25,20,1,purple
662,2018,9,0,0,24,9,-4.5,47.5,0,72,0,1,15,33,1,1,1,0,21,11,21,1,purple
663,2018,9,1,0,31,17,-5.0,56.0,0,40,2,0,14,48,1,1,1,0,22,12,22,0,pink
664,2018,9,0,0,45,35,-1.5,57.0,0,72,0,1,10,80,0,1,1,1,23,18,23,2,blue
665,2018,9,0,0,17,25,-1.0,48.0,0,56,4,0,-8,42,1,0,0,0,17,28,17,1,purple
666,2018,9,0,0,14,38,-1.5,46.5,0,55,5,0,-24,52,1,0,0,1,2,32,2,1,purple
667,2018,9,1,0,14,28,-4.5,40.5,0,72,0,1,-14,42,1,0,0,1,31,9,31,1,purple
668,2018,10,1,0,52,21,-3.5,51.0,0,40,4,0,31,73,1,1,1,1,27,5,27,2,blue
669,2018,10,0,0,34,22,-7.5,44.5,0,37,12,0,12,56,1,1,1,1,6,11,6,0,pink
670,2018,10,0,0,14,51,-6.0,53.5,0,39,6,0,-37,65,0,0,0,1,23,7,23,1,purple
671,2018,10,0,0,28,16,-5.5,49.5,0,36,9,0,12,44,0,1,1,0,8,2,8,0,pink
672,2018,10,0,0,31,12,-11.0,48.5,0,33,6,0,19,43,1,1,1,0,12,20,12,0,pink
673,2018,10,0,0,29,26,-3.0,48.0,0,72,0,1,3,55,1,1,2,1,14,15,0,2,blue
674,2018,10,0,0,26,14,-16.5,49.5,0,43,5,0,12,40,1,1,0,0,16,1,1,0,pink
675,2018,10,0,0,36,31,-10.0,51.0,0,75,1,0,5,67,1,1,0,1,18,28,28,2,blue
676,2018,10,0,0,10,41,-7.0,38.0,0,46,10,0,-31,51,1,0,0,1,4,25,4,1,purple
677,2018,10,0,0,6,20,-10.5,50.0,0,69,16,0,-14,26,0,0,0,0,17,19,17,1,purple
678,2018,10,1,0,20,27,-7.5,45.5,0,38,5,0,-7,47,1,0,0,1,9,26,9,0,pink
679,2018,10,0,0,3,16,-3.5,51.0,0,82,3,0,-13,19,1,0,0,0,32,30,32,1,purple
680,2018,10,0,0,34,10,-6.5,47.0,0,46,4,0,24,44,0,1,1,0,31,22,31,0,pink
681,2018,10,1,0,23,27,-3.0,45.0,0,62,0,0,-4,50,1,0,0,1,24,29,24,1,purple
682,2018,11,1,0,27,24,-3.0,49.0,0,54,6,0,3,51,1,1,2,1,28,12,0,2,blue
683,2018,11,0,0,21,23,-4.5,41.0,0,72,0,1,-2,44,1,0,0,1,19,1,19,1,purple
684,2018,11,0,0,19,22,-3.5,50.0,0,72,0,1,-3,41,1,0,0,0,9,2,9,1,purple
685,2018,11,0,0,24,21,-6.5,44.0,0,48,8,0,3,45,1,1,0,1,3,7,7,0,pink
686,2018,11,1,0,25,20,-2.5,44.0,0,33,6,0,5,45,1,1,1,1,6,21,6,0,pink
687,2018,11,0,0,20,19,-4.0,48.0,0,72,0,1,1,39,0,1,1,0,11,5,11,1,purple
688,2018,11,0,0,38,10,-1.0,50.0,0,72,0,1,28,48,1,1,1,0,14,31,14,2,blue
689,2018,11,0,0,16,20,-4.0,47.0,0,73,8,0,-4,36,0,0,2,0,27,15,0,1,purple
690,2018,11,0,0,22,23,-7.5,46.5,0,69,4,0,-1,45,1,0,0,0,10,17,10,1,purple
691,2018,11,0,0,48,7,-7.0,56.5,0,72,0,1,41,55,1,1,1,0,23,26,23,2,blue
692,2018,11,0,0,38,35,-3.0,53.5,0,42,1,0,3,73,1,1,2,1,24,30,0,2,blue
693,2018,11,0,0,21,23,-3.0,40.5,0,48,6,0,-2,44,0,0,1,1,13,32,32,0,pink
694,2018,11,1,0,54,51,-3.0,63.5,0,69,1,0,3,105,1,1,2,1,18,16,0,2,blue
695,2018,12,0,0,31,23,-7.0,40.0,0,72,0,1,8,54,1,1,1,1,9,32,9,2,blue
696,2018,12,0,0,16,23,-3.0,43.0,0,72,0,1,-7,39,0,0,0,0,6,11,6,1,purple
697,2018,12,1,0,31,17,-11.5,61.5,0,72,0,1,14,48,1,1,1,0,23,2,23,2,blue
698,2018,12,0,0,34,17,-13.0,42.0,0,60,7,0,17,51,1,1,1,1,3,19,3,2,blue
699,2018,12,0,0,24,21,-3.0,36.5,0,44,12,0,3,45,0,1,1,1,4,15,4,0,pink
700,2018,12,0,0,27,30,-3.0,46.5,0,57,1,0,-3,57,1,0,0,1,28,5,28,2,blue
701,2018,12,0,0,20,35,-1.0,46.5,0,44,4,0,-15,55,0,0,0,1,8,7,8,0,pink
702,2018,12,0,0,24,17,-3.0,47.5,0,41,7,0,7,41,0,1,1,0,10,27,10,0,pink
703,2018,12,0,0,27,24,-9.0,52.5,0,72,0,1,3,51,1,1,0,0,14,20,20,2,blue
704,2018,12,0,0,45,10,-14.0,43.0,0,74,3,0,35,55,1,1,1,1,17,1,17,2,blue
705,2018,12,1,0,24,17,-3.5,48.0,0,72,0,1,7,41,1,1,1,0,21,12,21,1,purple
706,2018,12,0,0,13,27,-13.0,46.5,0,54,8,0,-14,40,0,0,0,0,22,25,22,1,purple
707,2018,12,0,0,25,22,-4.5,49.0,0,56,10,0,3,47,1,1,0,0,26,24,24,0,pink
708,2018,12,0,0,27,9,-1.5,54.5,0,77,7,0,18,36,1,1,1,0,30,29,30,2,blue
709,2018,12,1,0,34,17,-3.5,42.5,0,72,0,1,17,51,1,1,1,1,13,31,13,2,blue
710,2018,13,1,0,13,10,-7.5,51.5,0,72,0,1,3,23,0,1,1,0,9,23,9,1,purple
711,2018,13,0,0,16,26,-2.5,46.5,0,72,0,1,-10,42,1,0,0,0,3,2,3,1,purple
712,2018,13,0,0,10,24,-4.0,45.0,0,63,12,0,-14,34,0,0,0,0,10,7,10,1,purple
713,2018,13,0,0,16,30,-10.5,54.0,0,72,0,1,-14,46,0,0,0,0,18,11,18,1,purple
714,2018,13,0,0,17,20,-13.5,41.0,0,34,20,0,-3,37,1,0,0,0,1,12,1,0,pink
715,2018,13,0,0,29,13,-5.0,47.5,0,72,0,1,16,42,1,1,1,0,13,8,13,2,blue
716,2018,13,0,0,6,0,-4.0,45.5,0,78,13,0,6,6,0,1,1,0,15,14,15,1,purple
717,2018,13,0,0,21,17,-3.5,40.0,0,86,15,0,4,38,1,1,1,0,20,4,20,1,purple
718,2018,13,0,0,24,10,-6.0,49.5,0,53,6,0,14,34,1,1,1,0,22,21,22,0,pink
719,2018,13,0,0,30,27,-4.0,44.0,0,52,3,0,3,57,0,1,1,1,24,6,24,2,blue
720,2018,13,0,0,33,40,-14.0,53.5,0,57,6,0,-7,73,0,0,1,1,16,19,19,2,blue
721,2018,13,1,0,30,33,-3.0,52.5,0,57,8,0,-3,63,1,0,0,1,17,27,17,2,blue
722,2018,13,0,0,43,16,-10.0,45.5,0,45,2,0,27,59,1,1,1,1,28,29,28,2,blue
723,2018,13,0,0,24,17,-3.5,52.0,0,81,15,0,7,41,0,1,1,0,30,5,30,1,purple
724,2018,13,0,0,26,22,-10.5,40.5,0,70,13,0,4,48,1,1,0,1,31,25,25,2,blue
725,2018,13,1,0,28,13,-5.5,45.0,0,36,15,0,15,41,1,1,1,0,26,32,26,0,pink
726,2018,14,1,0,30,9,-5.5,37.5,0,44,5,0,21,39,1,1,1,1,31,15,31,0,pink
727,2018,14,0,0,3,17,-2.5,40.5,0,72,0,1,-14,20,0,0,0,0,11,1,11,1,purple
728,2018,14,0,0,23,27,-4.5,37.0,0,31,12,0,-4,50,1,0,0,1,25,4,25,0,pink
729,2018,14,1,0,15,6,-3.0,51.0,0,29,4,0,9,21,0,1,1,0,6,18,6,0,pink
730,2018,14,0,0,26,20,-1.0,47.5,0,28,4,0,6,46,0,1,1,0,8,5,8,0,pink
731,2018,14,0,0,29,23,-3.5,45.5,0,72,0,1,6,52,1,1,1,1,9,26,9,2,blue
732,2018,14,0,0,34,20,-4.0,50.5,0,25,10,0,14,54,1,1,1,1,12,2,12,0,pink
733,2018,14,0,0,21,24,-4.0,49.0,0,72,0,1,-3,45,1,0,0,0,14,13,14,1,purple
734,2018,14,0,0,27,24,-6.5,48.5,0,27,0,0,3,51,1,1,0,1,16,3,3,0,pink
735,2018,14,0,0,26,21,-17.0,48.5,0,70,1,0,5,47,1,1,0,0,17,7,7,2,blue
736,2018,14,0,0,34,33,-9.5,49.5,0,82,13,0,1,67,0,1,1,1,20,22,20,2,blue
737,2018,14,0,0,24,21,-10.5,51.0,0,55,8,0,3,45,0,1,1,0,19,27,19,0,pink
738,2018,14,0,0,20,14,-3.0,45.5,0,54,3,0,6,34,0,1,1,0,29,10,29,0,pink
739,2018,14,0,0,14,28,-10.0,54.0,0,71,7,0,-14,42,0,0,0,0,23,30,23,1,purple
740,2018,14,0,0,16,40,-3.0,40.5,0,33,6,0,-24,56,0,0,0,1,24,32,24,0,pink
741,2018,14,1,0,21,7,-3.0,45.5,0,48,9,0,14,28,1,1,1,0,28,21,28,0,pink
742,2018,15,1,0,28,29,-3.5,54.0,0,39,5,0,-1,57,1,0,0,1,17,16,17,0,pink
