,season,week,primetime,playoff_game,score_home,score_away,point_spread,total_line,stadium_neutral,weather_temp,wind_mph,indoor,point_differential,total_points_scored,favorite,result,cover_result,total_result,winner_id,loser_id,cover_map,clusters,cluster
243,2016,17,1,0,24,31,-3.5,50.0,0,72,0,1,-7,55,0,0,0,1,12,11,12,1,purple
244,2016,17,0,0,24,20,-5.5,48.5,0,72,0,1,4,44,1,1,0,0,14,15,15,1,purple
245,2016,17,0,0,6,44,-7.0,39.0,0,56,1,0,-38,50,0,0,0,1,1,18,1,1,purple
246,2016,17,0,0,14,35,-7.5,47.0,0,80,10,0,-21,49,0,0,0,1,22,20,22,1,purple
247,2016,17,0,0,38,10,-6.0,44.0,0,72,0,1,28,48,1,1,1,1,21,6,21,2,blue
248,2016,17,0,0,30,10,-3.5,43.0,0,45,8,0,20,40,0,1,1,0,25,4,25,0,pink
249,2016,17,0,0,27,13,-6.5,44.0,0,48,6,0,14,40,1,1,1,0,26,9,26,0,pink
250,2016,17,0,0,27,24,-3.0,41.5,0,38,1,0,3,51,1,1,2,1,27,8,0,0,pink
251,2016,17,0,0,27,37,-5.5,45.0,0,56,4,0,-10,64,0,0,0,1,16,17,16,2,blue
252,2016,17,0,0,23,25,-11.5,45.0,0,52,6,0,-2,48,0,0,1,1,28,29,29,0,pink
253,2016,17,0,0,17,16,-3.0,44.5,0,76,7,0,1,33,1,1,0,0,30,5,5,1,purple
254,2016,17,0,0,24,17,-3.0,41.5,0,49,2,0,7,41,1,1,1,0,31,13,31,0,pink
255,2016,17,0,0,10,19,-9.0,47.5,0,52,1,0,-9,29,1,0,0,0,24,32,24,1,purple
256,2016,19,0,1,27,14,-4.0,38.0,0,72,0,1,13,41,1,1,1,1,13,19,13,2,blue
257,2016,19,1,1,26,6,-8.0,45.5,0,38,7,0,20,32,1,1,1,0,28,11,28,0,pink
258,2016,19,0,1,38,13,-5.0,46.5,0,14,7,0,25,51,1,1,1,1,12,24,12,0,pink
259,2016,19,0,1,30,12,-11.0,47.5,0,17,16,0,18,42,1,1,1,0,27,20,27,0,pink
260,2016,20,0,1,36,20,-6.5,51.0,0,72,0,1,16,56,1,1,1,1,2,28,2,2,blue
261,2016,20,1,1,34,16,-16.0,44.0,0,28,6,0,18,50,1,1,1,1,22,13,22,0,pink
262,2016,20,0,1,31,34,-5.5,52.5,0,72,0,1,-3,65,1,0,0,1,12,9,12,2,blue
263,2016,20,1,1,16,18,-2.5,45.5,0,33,9,0,-2,34,1,0,0,0,27,16,27,0,pink
264,2016,21,0,1,44,21,-6.5,59.5,0,72,0,1,23,65,1,1,1,1,2,12,2,2,blue
265,2016,21,1,1,36,17,-5.5,50.0,0,41,10,0,19,53,1,1,1,1,22,27,22,0,pink
266,2016,22,1,1,28,34,-3.0,57.5,1,72,0,1,-6,62,0,0,0,1,22,2,22,2,blue
267,2017,1,1,0,27,42,-9.0,48.5,0,63,7,0,-15,69,1,0,0,1,16,22,16,2,blue
268,2017,1,0,0,21,12,-9.5,40.0,0,61,5,0,9,33,1,1,0,0,4,25,25,1,purple
269,2017,1,0,0,17,23,-7.0,49.5,0,66,9,0,-6,40,0,0,1,0,2,6,6,1,purple
270,2017,1,0,0,0,20,-3.0,42.5,0,71,8,0,-20,20,1,0,0,0,3,7,3,1,purple
271,2017,1,0,0,18,21,-9.0,47.0,0,67,9,0,-3,39,0,0,1,0,27,8,8,1,purple
272,2017,1,1,0,19,3,-3.5,47.5,0,72,0,1,16,22,1,1,1,0,9,24,9,1,purple
273,2017,1,0,0,35,23,-2.0,48.0,0,72,0,1,12,58,0,1,1,1,11,1,11,2,blue
274,2017,1,0,0,17,9,-3.0,50.5,0,69,8,0,8,26,1,1,1,0,12,28,12,1,purple
275,2017,1,0,0,7,29,-5.5,39.5,0,72,0,1,-22,36,1,0,0,0,15,13,15,1,purple
276,2017,1,0,0,46,9,-1.5,41.5,0,82,6,0,37,55,0,1,1,1,18,14,18,2,blue
277,2017,1,0,0,3,23,-5.5,48.0,0,89,4,0,-20,26,0,0,0,0,5,29,5,1,purple
278,2017,1,0,0,16,26,-2.0,50.5,0,72,6,0,-10,42,1,0,0,0,19,31,19,1,purple
279,2017,1,0,0,17,30,-1.0,47.5,0,68,7,0,-13,47,0,0,0,0,26,32,26,1,purple
280,2017,1,1,0,24,21,-3.5,43.5,0,78,6,0,3,45,1,1,0,1,10,17,17,1,purple
281,2017,1,1,0,29,19,-3.5,48.0,0,72,0,1,10,48,1,1,1,2,21,23,21,2,blue
282,2017,2,1,0,9,13,-6.5,38.0,0,67,0,0,-4,22,1,0,0,0,13,7,13,1,purple
283,2017,2,1,0,34,23,-2.5,41.0,0,72,0,1,11,57,1,1,1,1,2,12,2,2,blue
284,2017,2,0,0,24,10,-7.5,40.0,0,78,2,0,14,34,1,1,1,0,3,8,3,1,purple
285,2017,2,0,0,9,3,-7.0,42.5,0,81,4,0,6,12,1,1,0,0,5,4,4,1,purple
286,2017,2,0,0,42,17,-2.0,42.0,0,75,4,0,25,59,0,1,1,1,10,9,10,2,blue
287,2017,2,0,0,13,16,-7.5,44.5,0,72,0,1,-3,29,0,0,1,0,1,14,14,1,purple
288,2017,2,0,0,16,37,-1.5,43.5,0,86,9,0,-21,53,0,0,0,1,31,15,31,1,purple
289,2017,2,0,0,27,20,-4.5,47.5,0,66,6,0,7,47,1,1,1,0,16,26,16,2,blue
290,2017,2,0,0,17,19,-4.5,45.0,0,73,7,0,-2,36,1,0,0,0,20,17,20,1,purple
291,2017,2,0,0,20,27,-2.5,46.0,0,74,7,0,-7,47,1,0,0,1,32,18,32,1,purple
292,2017,2,0,0,20,36,-7.0,55.0,0,72,0,1,-16,56,0,0,0,1,22,23,22,1,purple
293,2017,2,0,0,45,20,-14.0,43.5,0,69,6,0,25,65,1,1,1,1,19,25,19,2,blue
294,2017,2,0,0,26,9,-6.0,45.5,0,79,1,0,17,35,1,1,1,0,27,21,27,2,blue
295,2017,2,0,0,12,9,-13.5,42.5,0,65,11,0,3,21,1,1,0,0,28,29,29,1,purple
296,2017,2,0,0,29,7,-7.0,43.0,0,88,7,0,22,36,1,1,1,0,30,6,30,2,blue
297,2017,2,1,0,10,24,-3.5,43.5,0,72,7,0,-14,34,1,0,0,0,11,24,11,1,purple
298,2017,3,1,0,39,41,-2.0,40.5,0,65,11,0,-2,80,0,0,2,1,18,29,0,2,blue
299,2017,3,0,0,26,16,-3.0,40.0,0,79,3,0,10,42,0,1,1,1,4,10,4,2,blue
300,2017,3,0,0,13,34,-5.0,46.5,0,83,6,0,-21,47,1,0,0,1,23,5,23,1,purple
301,2017,3,0,0,23,17,-7.0,43.5,0,82,4,0,6,40,0,1,1,0,6,27,6,1,purple
302,2017,3,0,0,26,30,-3.0,51.0,0,72,0,1,-4,56,0,0,0,1,2,11,2,2,blue
303,2017,3,0,0,27,24,-9.0,47.5,0,85,9,0,3,51,1,1,0,1,12,7,7,2,blue
304,2017,3,0,0,31,28,-1.0,42.0,0,72,0,1,3,59,0,1,1,1,14,8,14,2,blue
305,2017,3,0,0,44,7,-4.0,38.0,1,57,4,0,37,51,0,1,1,1,15,3,15,2,blue
306,2017,3,0,0,10,24,-3.0,47.5,0,80,5,0,-14,34,0,0,0,0,16,17,16,1,purple
307,2017,3,0,0,34,17,-1.5,41.0,0,72,0,1,17,51,0,1,1,1,21,30,21,2,blue
308,2017,3,0,0,36,33,-13.0,44.5,0,76,8,0,3,69,1,1,0,1,22,13,13,2,blue
309,2017,3,0,0,20,6,-5.5,43.0,0,84,7,0,14,26,0,1,1,0,25,20,25,1,purple
310,2017,3,0,0,27,24,-6.0,43.0,0,83,7,0,3,51,1,1,0,1,26,24,24,2,blue
311,2017,3,0,0,33,27,-3.0,42.0,0,89,4,0,6,60,1,1,1,1,31,28,31,2,blue
312,2017,3,1,0,27,10,-3.0,53.5,0,77,4,0,17,37,0,1,1,0,32,19,32,2,blue
313,2017,3,1,0,17,28,-3.0,46.5,0,72,0,1,-11,45,0,0,0,0,9,1,9,1,purple
314,2017,4,1,0,35,14,-7.5,44.5,0,59,8,0,21,49,1,1,1,1,12,6,12,2,blue
315,2017,4,0,0,18,15,-6.5,44.5,0,72,0,1,3,33,1,1,0,0,1,29,29,1,purple
316,2017,4,0,0,17,23,-8.0,48.5,0,72,0,1,-6,40,1,0,0,0,4,2,4,1,purple
317,2017,4,0,0,9,26,-3.0,42.0,0,69,5,0,-17,35,0,0,0,0,27,3,27,1,purple
318,2017,4,0,0,7,31,-3.0,41.5,0,67,5,0,-24,38,0,0,0,0,7,8,7,1,purple
319,2017,4,0,0,30,35,-6.0,48.5,0,72,0,1,-5,65,1,0,0,1,18,9,18,2,blue
320,2017,4,0,0,16,10,-3.0,46.0,0,71,7,0,6,26,1,1,1,0,10,19,10,1,purple
321,2017,4,0,0,57,14,-2.0,43.5,0,72,0,1,43,71,0,1,1,1,13,31,13,2,blue
322,2017,4,0,0,24,26,-1.0,47.5,0,84,7,0,-2,50,1,0,0,1,26,17,26,1,purple
323,2017,4,0,0,0,20,-3.0,50.5,1,85,9,0,-20,20,0,0,0,0,23,20,23,1,purple
324,2017,4,0,0,7,14,-2.0,42.5,0,72,0,1,-7,21,1,0,0,0,11,21,11,1,purple
325,2017,4,0,0,30,33,-9.0,49.0,0,67,5,0,-3,63,1,0,0,1,5,22,5,2,blue
326,2017,4,0,0,23,20,-3.0,38.0,0,70,3,0,3,43,0,1,1,1,25,15,25,1,purple
327,2017,4,1,0,46,17,-13.0,41.5,0,52,3,0,29,63,1,1,1,1,28,14,28,2,blue
328,2017,4,0,0,25,23,-3.0,44.5,0,82,11,0,2,48,1,1,0,1,30,24,24,2,blue
329,2017,4,1,0,29,20,-7.0,49.5,0,77,13,0,9,49,1,1,1,0,16,32,16,2,blue
330,2017,5,1,0,14,19,-5.0,55.5,0,76,9,0,-5,33,0,0,2,0,22,30,0,1,purple
331,2017,5,0,0,20,16,-3.0,39.0,0,66,5,0,4,36,1,1,1,0,7,4,7,1,purple
332,2017,5,0,0,14,17,-1.5,41.5,0,69,6,0,-3,31,0,0,0,0,25,8,25,1,purple
333,2017,5,0,0,31,35,-2.0,52.5,0,72,0,1,-4,66,1,0,0,1,12,9,12,2,blue
334,2017,5,0,0,24,27,-2.5,43.5,0,72,0,1,-3,51,1,0,0,1,5,11,5,1,purple
335,2017,5,1,0,34,42,-1.0,46.5,0,72,0,1,-8,76,0,0,0,1,16,13,16,2,blue
336,2017,5,0,0,26,23,-1.5,44.0,0,72,0,1,3,49,1,1,1,1,14,29,14,2,blue
337,2017,5,0,0,10,16,-1.0,47.5,0,75,6,0,-6,26,1,0,0,0,28,18,28,1,purple
338,2017,5,0,0,16,10,-3.0,43.5,0,89,8,0,6,26,0,1,1,0,20,31,20,1,purple
339,2017,5,0,0,22,27,-3.5,44.5,0,75,10,0,-5,49,1,0,0,1,17,24,17,1,purple
340,2017,5,0,0,17,30,-2.5,39.0,0,74,9,0,-13,47,1,0,0,1,3,19,3,1,purple
341,2017,5,0,0,34,7,-6.5,45.0,0,75,11,0,27,41,1,1,1,0,26,1,26,2,blue
342,2017,5,0,0,9,30,-8.5,43.5,0,70,5,0,-21,39,1,0,0,0,15,27,15,1,purple
343,2017,5,1,0,17,20,-3.0,40.0,0,65,8,0,-3,37,0,0,2,0,21,6,0,1,purple
344,2017,6,1,0,23,28,-3.0,45.5,0,73,5,0,-5,51,1,0,0,1,26,5,26,1,purple
345,2017,6,0,0,38,33,-1.5,46.0,0,72,0,1,5,71,0,1,1,1,1,30,1,2,blue
346,2017,6,0,0,17,20,-13.5,45.5,0,72,0,1,-3,37,1,0,0,0,20,2,20,1,purple
347,2017,6,0,0,24,27,-6.5,38.5,0,73,10,0,-3,51,1,0,0,1,6,3,6,1,purple
348,2017,6,1,0,10,23,-12.0,39.0,0,60,4,0,-13,33,1,0,0,0,24,10,24,1,purple
349,2017,6,0,0,33,17,-9.5,47.0,0,72,0,1,16,50,1,1,1,1,13,8,13,2,blue
350,2017,6,0,0,17,27,-2.5,42.5,0,83,8,0,-10,44,1,0,0,1,18,15,18,1,purple
351,2017,6,0,0,13,19,-3.5,47.0,0,59,11,0,-6,32,1,0,0,0,27,16,27,1,purple
352,2017,6,0,0,23,10,-3.0,44.5,0,72,0,1,13,33,0,1,1,0,21,12,21,1,purple
353,2017,6,0,0,52,38,-4.0,49.5,0,72,0,1,14,90,1,1,1,1,23,11,23,2,blue
354,2017,6,0,0,17,24,-9.0,48.5,0,73,13,0,-7,41,0,0,1,0,22,25,25,1,purple
355,2017,6,0,0,16,17,-3.0,48.5,0,76,9,0,-1,33,1,0,0,0,17,19,17,1,purple
356,2017,6,0,0,26,24,-12.0,46.0,0,71,10,0,2,50,1,1,0,1,32,29,29,2,blue
357,2017,6,1,0,36,22,-7.0,46.0,0,55,6,0,14,58,1,1,1,1,31,14,31,2,blue
358,2017,7,1,0,31,30,-3.0,46.5,0,61,4,0,1,61,0,1,1,1,19,16,19,2,blue
359,2017,7,0,0,30,27,-3.0,45.5,0,71,5,0,3,57,1,1,2,1,4,30,0,2,blue
360,2017,7,0,0,17,3,-3.0,40.0,0,68,11,0,14,20,0,1,1,0,6,5,6,1,purple
361,2017,7,0,0,9,12,-5.5,42.5,0,72,7,0,-3,21,0,0,1,0,31,8,8,1,purple
362,2017,7,0,0,17,26,-3.5,46.0,0,54,15,0,-9,43,0,0,0,0,23,12,23,1,purple
363,2017,7,0,0,0,27,-3.0,41.5,0,72,0,1,-27,27,0,0,0,0,15,14,15,1,purple
364,2017,7,0,0,21,0,-1.5,41.0,0,83,3,0,21,21,0,1,1,0,17,10,17,1,purple
365,2017,7,0,0,33,0,-3.0,46.0,1,52,9,0,33,33,1,1,1,0,18,1,18,0,pink
366,2017,7,0,0,31,28,-3.0,39.5,0,84,12,0,3,59,1,1,2,1,20,25,0,2,blue
367,2017,7,0,0,24,16,-4.0,38.0,0,72,0,1,8,40,1,1,1,1,21,3,21,1,purple
368,2017,7,1,0,23,7,-3.0,56.5,0,55,3,0,16,30,1,1,1,0,22,2,22,0,pink
369,2017,7,0,0,7,24,-3.5,39.0,0,74,7,0,-17,31,0,0,0,0,28,24,28,1,purple
370,2017,7,0,0,29,14,-4.0,40.0,0,74,4,0,15,43,1,1,1,1,27,7,27,2,blue
371,2017,7,0,0,10,40,-6.5,48.5,0,68,7,0,-30,50,0,0,0,1,9,29,9,1,purple
372,2017,7,1,0,34,24,-4.5,49.0,0,67,12,0,10,58,1,1,1,1,26,32,26,2,blue
373,2017,8,1,0,40,0,-3.0,37.5,0,48,0,0,40,40,1,1,1,1,3,20,3,0,pink
374,2017,8,0,0,34,14,-2.5,45.5,0,43,5,0,20,48,1,1,1,1,4,19,4,0,pink
375,2017,8,0,0,24,23,-11.0,41.5,0,44,6,0,1,47,1,1,0,1,7,14,14,0,pink
376,2017,8,0,0,16,33,-9.5,38.0,1,53,10,0,-17,49,0,0,0,1,21,8,21,1,purple
377,2017,8,1,0,15,20,-3.0,45.5,0,72,0,1,-5,35,0,0,0,0,27,11,27,1,purple
378,2017,8,0,0,21,13,-7.0,48.5,0,64,13,0,8,34,1,1,1,0,22,17,22,1,purple
379,2017,8,0,0,20,12,-9.0,47.5,0,72,0,1,8,32,1,1,0,0,23,6,6,1,purple
380,2017,8,0,0,20,25,-4.5,46.0,0,69,12,0,-5,45,0,0,0,0,2,25,2,1,purple
381,2017,8,0,0,33,10,-13.0,46.0,0,64,9,0,23,43,1,1,1,0,26,29,26,2,blue
382,2017,8,0,0,41,38,-5.5,46.0,0,59,7,0,3,79,1,1,0,1,28,13,13,2,blue
383,2017,8,0,0,3,17,-2.0,46.0,0,68,18,0,-14,20,1,0,0,0,5,30,5,1,purple
384,2017,8,0,0,19,33,-2.0,50.0,0,49,12,0,-14,52,0,0,0,1,9,32,9,1,purple
385,2017,8,1,0,29,19,-7.0,43.0,0,45,7,0,10,48,1,1,1,1,16,10,16,0,pink
386,2017,9,1,0,34,21,-3.0,43.0,0,68,11,0,13,55,0,1,1,1,25,4,25,2,blue
387,2017,9,0,0,20,17,-3.0,42.0,0,61,4,0,3,37,0,1,1,0,5,2,5,1,purple
388,2017,9,0,0,28,17,-2.5,53.0,0,72,0,1,11,45,1,1,1,0,9,16,9,2,blue
389,2017,9,0,0,14,20,-6.0,45.0,0,72,0,1,-6,34,1,0,0,0,14,13,14,1,purple
390,2017,9,0,0,23,7,-6.0,38.0,0,78,12,0,16,30,1,1,1,0,15,7,15,1,purple
391,2017,9,1,0,24,27,-3.0,44.5,0,77,2,0,-3,51,0,0,2,1,19,20,0,1,purple
392,2017,9,0,0,30,10,-7.0,54.0,0,72,0,1,20,40,1,1,1,0,23,30,23,2,blue
393,2017,9,0,0,17,51,-5.5,42.5,0,56,6,0,-34,68,0,0,0,1,18,24,18,1,purple
394,2017,9,0,0,51,23,-7.0,41.0,0,61,5,0,28,74,1,1,1,1,26,10,26,2,blue
395,2017,9,0,0,10,20,-2.0,39.0,0,61,8,0,-10,30,0,0,0,0,1,29,1,1,purple
396,2017,9,0,0,14,17,-8.0,44.5,0,36,11,0,-3,31,1,0,0,0,32,28,32,0,pink
397,2017,9,0,0,23,20,-3.0,41.0,0,75,10,0,3,43,1,1,2,1,31,3,0,1,purple
398,2017,9,1,0,17,30,-2.5,42.5,0,35,3,0,-13,47,0,0,0,1,11,12,11,0,pink
399,2017,10,1,0,16,22,-6.0,40.0,0,72,0,1,-6,38,0,0,2,0,28,1,0,1,purple
400,2017,10,0,0,27,7,-3.5,49.0,0,72,0,1,20,34,1,1,1,0,2,9,2,2,blue
401,2017,10,0,0,10,47,-2.0,48.5,0,42,2,0,-37,57,0,0,0,1,23,4,23,1,purple
402,2017,10,0,0,16,23,-4.5,37.5,0,40,6,0,-7,39,1,0,0,1,12,6,12,0,pink
403,2017,10,1,0,16,41,-7.0,45.0,0,48,5,0,-25,57,0,0,0,1,22,10,22,1,purple
404,2017,10,0,0,38,24,-10.5,42.5,0,72,0,1,14,62,1,1,1,1,11,8,11,2,blue
405,2017,10,0,0,17,20,-10.5,47.0,0,72,0,1,-3,37,0,0,1,0,27,14,14,1,purple
406,2017,10,0,0,20,17,-5.0,40.5,0,76,5,0,3,37,1,1,0,0,15,17,17,1,purple
407,2017,10,0,0,33,7,-12.0,45.0,0,68,0,0,26,40,1,1,1,0,18,13,18,2,blue
408,2017,10,0,0,31,21,-3.0,41.5,0,68,5,0,10,52,0,1,1,1,29,24,29,2,blue
409,2017,10,0,0,15,10,-1.0,44.5,0,79,16,0,5,25,1,1,1,0,30,25,30,1,purple
410,2017,10,0,0,24,20,-4.5,40.5,0,53,4,0,4,44,1,1,0,1,31,7,7,0,pink
411,2017,10,0,0,30,38,-1.0,43.0,0,44,4,0,-8,68,0,0,0,1,21,32,21,2,blue
412,2017,10,1,0,45,21,-8.0,38.5,0,49,6,0,24,66,1,1,1,1,5,20,5,2,blue
413,2017,11,1,0,40,17,-7.0,44.5,0,37,2,0,23,57,1,1,1,1,27,31,27,0,pink
414,2017,11,0,0,24,27,-3.0,41.0,0,29,15,0,-3,51,0,0,2,1,11,6,0,0,pink
415,2017,11,0,0,7,19,-7.5,37.5,0,38,19,0,-12,26,0,0,0,0,15,8,15,0,pink
416,2017,11,1,0,9,37,-6.0,48.0,0,72,0,1,-28,46,0,0,0,0,26,9,26,1,purple
417,2017,11,0,0,17,20,-2.5,38.0,0,53,3,0,-3,37,1,0,0,0,7,10,7,0,pink
418,2017,11,0,0,0,23,-2.0,38.0,0,27,15,0,-23,23,0,0,0,0,3,12,3,0,pink
419,2017,11,0,0,31,21,-2.0,37.5,0,72,0,1,10,52,1,1,1,1,13,1,13,2,blue
420,2017,11,0,0,54,24,-6.5,41.0,0,71,3,0,30,78,1,1,1,1,17,4,17,2,blue
421,2017,11,0,0,20,30,-1.0,42.0,0,77,5,0,-10,50,0,0,0,1,30,20,30,1,purple
422,2017,11,0,0,24,7,-2.5,45.5,0,72,0,1,17,31,1,1,1,0,21,18,21,1,purple
423,2017,11,0,0,34,31,-7.5,52.5,0,72,0,1,3,65,1,1,0,1,23,32,32,2,blue
424,2017,11,0,0,12,9,-10.0,45.5,0,49,18,0,3,21,0,1,1,0,24,16,24,0,pink
425,2017,11,0,0,8,33,-7.0,54.5,1,69,7,0,-25,41,0,0,0,0,22,19,22,1,purple
426,2017,11,1,0,31,34,-2.0,45.5,0,48,2,0,-3,65,1,0,0,1,2,28,2,2,blue
427,2017,12,0,0,6,28,-1.0,48.0,0,72,0,1,-22,34,0,0,0,0,17,9,17,1,purple
428,2017,12,0,0,23,30,-3.0,44.5,0,72,0,1,-7,53,0,0,0,1,21,11,21,1,purple
429,2017,12,1,0,20,10,-7.5,45.0,0,33,0,0,10,30,1,1,1,0,32,24,32,0,pink
430,2017,12,0,0,27,24,-5.0,38.0,0,72,0,1,3,51,0,1,1,1,1,15,1,2,blue
431,2017,12,0,0,34,20,-10.0,48.5,0,72,0,1,14,54,1,1,1,1,2,30,2,2,blue
432,2017,12,0,0,30,16,-8.0,38.0,0,46,3,0,14,46,1,1,1,1,7,8,7,0,pink
433,2017,12,0,0,16,20,-3.5,44.0,0,72,0,1,-4,36,0,0,0,0,31,14,31,1,purple
434,2017,12,0,0,10,16,-10.0,46.0,0,62,9,0,-6,26,1,0,0,0,4,16,4,1,purple
435,2017,12,0,0,26,20,-2.5,53.5,0,72,1,0,6,46,1,1,1,0,18,23,18,2,blue
436,2017,12,0,0,35,17,-16.5,47.5,0,47,17,0,18,52,1,1,1,1,22,20,22,0,pink
437,2017,12,0,0,27,35,-5.0,40.0,0,47,23,0,-8,62,0,0,0,1,5,25,5,0,pink
438,2017,12,0,0,21,14,-5.0,43.5,0,61,13,0,7,35,1,1,1,0,19,10,19,0,pink
439,2017,12,0,0,31,3,-13.5,44.0,0,49,17,0,28,34,1,1,1,0,26,6,26,0,pink
440,2017,12,1,0,31,28,-14.0,41.5,0,38,7,0,3,59,1,1,0,1,27,12,12,0,pink
441,2017,12,0,0,13,24,-7.0,43.0,0,66,12,0,-11,37,0,0,0,0,28,29,28,1,purple
442,2017,12,1,0,23,16,-7.0,38.0,0,50,1,0,7,39,1,1,2,1,3,13,0,0,pink
443,2017,13,1,0,38,14,-2.0,47.0,0,72,0,1,24,52,0,1,1,1,9,32,9,2,blue
444,2017,13,0,0,16,32,-7.0,44.5,0,72,0,1,-16,48,0,0,0,1,18,1,18,1,purple
445,2017,13,0,0,9,14,-3.0,47.0,0,72,0,1,-5,23,1,0,0,0,21,2,21,1,purple
446,2017,13,0,0,44,20,-3.0,43.5,0,53,4,0,24,64,1,1,1,1,3,11,3,2,blue
447,2017,13,0,0,3,23,-9.0,48.0,0,48,13,0,-20,26,0,0,0,0,22,4,22,1,purple
448,2017,13,0,0,14,15,-3.0,41.0,0,54,6,0,-1,29,1,0,0,0,29,6,29,0,pink
449,2017,13,0,0,26,20,-2.0,45.0,0,42,8,0,6,46,1,1,1,1,12,30,12,0,pink
450,2017,13,0,0,30,10,-9.5,41.0,0,70,7,0,20,40,1,1,1,0,15,14,15,2,blue
451,2017,13,0,0,19,10,-13.5,43.5,0,68,7,0,9,29,1,1,0,0,17,8,8,1,purple
452,2017,13,0,0,35,9,-1.5,39.5,0,80,11,0,26,44,0,1,1,1,20,10,20,2,blue
453,2017,13,0,0,31,21,-4.5,48.0,0,72,0,1,10,52,1,1,1,1,23,5,23,2,blue
454,2017,13,0,0,38,31,-3.0,43.5,0,48,0,0,7,69,0,1,1,1,25,16,25,2,blue
455,2017,13,0,0,24,17,-9.0,41.5,0,58,11,0,7,41,1,1,0,0,19,24,24,0,pink
456,2017,13,1,0,24,10,-5.5,47.5,0,44,3,0,14,34,0,1,1,0,28,26,28,0,pink
457,2017,13,0,0,24,13,-6.5,43.0,0,60,4,0,11,37,1,1,1,0,31,13,31,0,pink
458,2017,13,1,0,20,23,-4.5,43.5,0,61,9,0,-3,43,0,0,1,0,27,7,7,1,purple
459,2017,14,1,0,20,17,-2.5,51.5,0,72,0,1,3,37,1,1,1,0,2,23,2,1,purple
460,2017,14,0,0,12,7,-2.5,42.0,0,72,0,1,5,19,0,1,1,0,1,31,1,1,purple
461,2017,14,0,0,13,7,-3.5,36.5,0,32,15,0,6,20,1,1,1,0,4,14,4,0,pink
462,2017,14,0,0,31,24,-2.5,40.5,0,41,5,0,7,55,0,1,1,1,5,21,5,0,pink
463,2017,14,0,0,7,33,-6.0,40.5,0,31,11,0,-26,40,1,0,0,0,6,7,6,0,pink
464,2017,14,0,0,21,27,-2.5,38.5,0,29,24,0,-6,48,0,0,0,1,12,8,12,0,pink
465,2017,14,0,0,23,0,-1.0,40.5,0,60,3,0,23,23,0,1,1,0,10,25,10,0,pink
466,2017,14,0,0,16,26,-1.0,45.5,0,72,0,1,-10,42,1,0,0,0,29,13,29,1,purple
467,2017,14,0,0,30,24,-3.0,40.0,0,46,2,0,6,54,1,1,1,1,15,28,15,0,pink
468,2017,14,0,0,26,15,-4.5,48.5,0,46,13,0,11,41,1,1,1,0,16,19,16,0,pink
469,2017,14,0,0,30,13,-6.0,46.5,0,81,4,0,17,43,1,1,1,0,17,32,17,2,blue
470,2017,14,0,0,35,43,-1.0,47.5,0,83,0,0,-8,78,1,0,0,1,26,18,26,2,blue
471,2017,14,0,0,10,30,-4.0,42.0,0,39,11,0,-20,40,0,0,0,0,9,24,9,0,pink
472,2017,14,1,0,39,38,-6.0,43.0,0,33,12,0,1,77,1,1,0,1,27,3,3,0,pink
473,2017,14,0,0,21,24,0.0,47.5,0,55,9,0,-3,45,0,0,0,0,11,30,0,1,purple
474,2017,14,1,0,27,20,-10.5,48.0,0,55,7,0,7,47,0,1,1,0,20,22,20,0,pink
475,2017,15,1,0,13,25,-3.0,40.5,0,72,0,1,-12,38,0,0,0,0,10,14,10,1,purple
476,2017,15,0,0,20,10,-5.0,43.5,0,72,0,1,10,30,1,1,1,0,11,6,11,1,purple
477,2017,15,1,0,30,13,-1.0,47.0,0,53,9,0,17,43,0,1,1,0,16,17,16,0,pink
478,2017,15,0,0,24,16,-3.5,39.5,0,22,8,0,8,40,1,1,1,1,4,20,4,0,pink
479,2017,15,0,0,31,24,-3.0,46.5,0,51,5,0,7,55,1,1,1,1,5,12,5,2,blue
480,2017,15,0,0,10,27,-6.5,42.0,0,36,0,0,-17,37,0,0,0,0,3,8,3,0,pink
481,2017,15,0,0,45,7,-10.5,39.0,0,72,5,0,38,52,1,1,1,1,15,13,15,2,blue
482,2017,15,0,0,34,7,-12.5,42.5,0,72,0,1,27,41,1,1,1,0,21,7,21,2,blue
483,2017,15,0,0,31,19,-16.5,47.0,0,72,0,1,12,50,1,1,0,1,23,25,25,2,blue
484,2017,15,0,0,29,34,-7.5,40.0,0,35,0,0,-5,63,0,0,1,1,26,24,24,0,pink
485,2017,15,1,0,17,20,-3.0,46.0,0,57,4,0,-3,37,0,0,2,0,9,19,0,1,purple
486,2017,15,0,0,24,27,-2.5,52.5,0,42,4,0,-3,51,0,0,0,0,22,27,22,0,pink
487,2017,15,0,0,25,23,-2.5,44.5,0,65,17,0,2,48,1,1,0,1,29,31,31,2,blue
488,2017,15,0,0,7,42,-1.0,47.5,0,47,15,0,-35,49,0,0,0,1,18,28,18,1,purple
489,2017,15,0,0,20,15,-4.0,40.0,0,50,1,0,5,35,1,1,1,0,32,1,32,0,pink
490,2017,15,1,0,21,24,-7.0,49.5,0,71,2,0,-3,45,0,0,1,0,2,30,30,1,purple
491,2017,16,0,0,23,16,-13.5,41.0,0,63,14,0,7,39,1,1,0,0,3,14,14,1,purple
492,2017,16,1,0,0,16,-8.5,41.0,0,10,6,0,-16,16,0,0,0,0,21,12,21,0,pink
